dateTime,download,upload,device
Tue 12 Jan 07:00:01  2021,0.53,18.53,cowpi-646f
Tue 12 Jan 07:30:01  2021,0.43,17.41,cowpi-646f
Tue 12 Jan 08:00:01  2021,0.68,7.83,cowpi-646f
Tue 12 Jan 08:30:01  2021,0.59,15.31,cowpi-646f
Tue 12 Jan 09:00:01  2021,0.52,17.7,cowpi-646f
Tue 12 Jan 09:30:01  2021,0.59,14.71,cowpi-646f
Tue 12 Jan 10:00:01  2021,0.54,15.65,cowpi-646f
Tue 12 Jan 10:30:01  2021,0.55,14.69,cowpi-646f
Tue 12 Jan 11:00:01  2021,0.5,18.59,cowpi-646f
Tue 12 Jan 11:30:01  2021,0.56,14.71,cowpi-646f
Tue 12 Jan 12:00:01  2021,0.55,18.68,cowpi-646f
Tue 12 Jan 12:30:01  2021,0.52,18.05,cowpi-646f
Tue 12 Jan 13:00:01  2021,0.4,15.55,cowpi-646f
Tue 12 Jan 13:30:01  2021,0.48,16.09,cowpi-646f
Tue 12 Jan 14:00:01  2021,0.51,15.46,cowpi-646f
Tue 12 Jan 14:30:01  2021,0.53,14.65,cowpi-646f
Tue 12 Jan 15:00:01  2021,0.52,8.95,cowpi-646f
Tue 12 Jan 15:30:01  2021,0.54,12.08,cowpi-646f
Tue 12 Jan 16:00:01  2021,0.55,15.44,cowpi-646f
Tue 12 Jan 16:30:01  2021,0.37,13.91,cowpi-646f
Tue 12 Jan 17:00:01  2021,0.52,15.79,cowpi-646f
Tue 12 Jan 17:30:01  2021,0.42,15.84,cowpi-646f
Tue 12 Jan 18:00:01  2021,0.52,14.79,cowpi-646f
Tue 12 Jan 18:30:01  2021,0.5,17.19,cowpi-646f
Tue 12 Jan 19:00:01  2021,0.52,5.42,cowpi-646f
Tue 12 Jan 19:30:01  2021,0.52,16.44,cowpi-646f
Tue 12 Jan 20:00:01  2021,0.48,15.1,cowpi-646f
Tue 12 Jan 20:30:01  2021,0.44,13.29,cowpi-646f
Tue 12 Jan 21:00:01  2021,0.47,16.58,cowpi-646f
Tue 12 Jan 21:30:01  2021,0.69,15.28,cowpi-646f
Tue 12 Jan 22:00:01  2021,0.55,14.44,cowpi-646f
Tue 12 Jan 22:30:01  2021,0.45,13.1,cowpi-646f
Tue 12 Jan 23:00:01  2021,0.6,14.91,cowpi-646f
Tue 12 Jan 23:30:01  2021,0.41,16.29,cowpi-646f
Wed 13 Jan 00:00:01  2021,0.6,16.6,cowpi-646f
Wed 13 Jan 00:30:01  2021,0.47,17.62,cowpi-646f
Wed 13 Jan 01:00:01  2021,0.49,16.69,cowpi-646f
Wed 13 Jan 01:30:01  2021,0.63,16.41,cowpi-646f
Wed 13 Jan 02:00:01  2021,0.64,18.01,cowpi-646f
Wed 13 Jan 02:30:01  2021,0.66,14.54,cowpi-646f
Wed 13 Jan 03:00:01  2021,0.53,18.22,cowpi-646f
Wed 13 Jan 03:30:01  2021,0.54,17.83,cowpi-646f
Wed 13 Jan 04:00:01  2021,0.61,17.16,cowpi-646f
Wed 13 Jan 04:30:01  2021,0.48,17.1,cowpi-646f
Wed 13 Jan 05:00:01  2021,0.5,16.87,cowpi-646f
Wed 13 Jan 05:30:01  2021,0.46,15.82,cowpi-646f
Wed 13 Jan 06:00:01  2021,0.62,16.81,cowpi-646f
Wed 13 Jan 06:30:01  2021,0.44,19.89,cowpi-646f
Wed 13 Jan 07:00:01  2021,0.41,18.45,cowpi-646f
Wed 13 Jan 07:30:01  2021,0.61,15.78,cowpi-646f
Wed 13 Jan 08:00:01  2021,0.67,6.31,cowpi-646f
Wed 13 Jan 08:30:01  2021,0.44,17.81,cowpi-646f
Wed 13 Jan 09:00:01  2021,0.63,16.08,cowpi-646f
Wed 13 Jan 09:30:01  2021,0.7,16.29,cowpi-646f
Wed 13 Jan 10:00:01  2021,0.47,15.03,cowpi-646f
Wed 13 Jan 10:30:01  2021,0.45,13.64,cowpi-646f
Wed 13 Jan 11:00:01  2021,0.56,16.34,cowpi-646f
Wed 13 Jan 11:30:01  2021,0.61,15.5,cowpi-646f
Wed 13 Jan 12:00:01  2021,0.42,15.74,cowpi-646f
Wed 13 Jan 12:30:01  2021,0.49,18.2,cowpi-646f
Wed 13 Jan 13:00:01  2021,0.44,16.73,cowpi-646f
Wed 13 Jan 13:30:01  2021,0.42,16.65,cowpi-646f
Wed 13 Jan 14:00:01  2021,0.6,15.63,cowpi-646f
Wed 13 Jan 14:30:01  2021,0.62,14.35,cowpi-646f
Wed 13 Jan 15:00:01  2021,0.55,14.13,cowpi-646f
Wed 13 Jan 15:30:01  2021,0.48,12.28,cowpi-646f
Wed 13 Jan 16:00:01  2021,0.51,16.01,cowpi-646f
Wed 13 Jan 16:30:01  2021,0.45,17.01,cowpi-646f
Wed 13 Jan 17:00:01  2021,0.5,18.16,cowpi-646f
Wed 13 Jan 17:30:01  2021,0.56,17.19,cowpi-646f
Wed 13 Jan 18:00:01  2021,0.44,16.09,cowpi-646f
Wed 13 Jan 18:30:01  2021,0.54,16.75,cowpi-646f
Wed 13 Jan 19:00:01  2021,0.57,17.12,cowpi-646f
Wed 13 Jan 19:30:02  2021,0.55,15,cowpi-646f
Wed 13 Jan 20:00:01  2021,0.48,16.98,cowpi-646f
Wed 13 Jan 20:30:01  2021,0.55,14.47,cowpi-646f
Wed 13 Jan 21:00:01  2021,0.49,17.39,cowpi-646f
Wed 13 Jan 21:30:01  2021,0.43,16.65,cowpi-646f
Wed 13 Jan 22:00:01  2021,0.5,16.21,cowpi-646f
Wed 13 Jan 22:30:01  2021,0.6,12.52,cowpi-646f
Wed 13 Jan 23:00:01  2021,0.62,17.3,cowpi-646f
Wed 13 Jan 23:30:01  2021,0.52,17.02,cowpi-646f
Thu 14 Jan 00:00:01  2021,0.6,14.83,cowpi-646f
Thu 14 Jan 00:30:01  2021,0.52,16.5,cowpi-646f
Thu 14 Jan 01:00:01  2021,0.5,16.7,cowpi-646f
Thu 14 Jan 01:30:01  2021,0.54,16.25,cowpi-646f
Thu 14 Jan 02:00:01  2021,0.53,18.99,cowpi-646f
Thu 14 Jan 02:30:01  2021,0.5,17.39,cowpi-646f
Thu 14 Jan 03:00:01  2021,0.43,16.06,cowpi-646f
Thu 14 Jan 03:30:01  2021,0.48,18.18,cowpi-646f
Thu 14 Jan 04:00:01  2021,0.49,16.32,cowpi-646f
Thu 14 Jan 04:30:01  2021,0.47,15.88,cowpi-646f
Thu 14 Jan 05:00:01  2021,0.53,17.96,cowpi-646f
Thu 14 Jan 05:30:01  2021,0.5,18.45,cowpi-646f
Thu 14 Jan 06:00:01  2021,0.57,15.98,cowpi-646f
Thu 14 Jan 06:30:01  2021,0.42,18.64,cowpi-646f
Thu 14 Jan 07:00:01  2021,0.68,15.2,cowpi-646f
Thu 14 Jan 07:30:01  2021,0.5,16.73,cowpi-646f
Thu 14 Jan 08:00:01  2021,0.68,8,cowpi-646f
Thu 14 Jan 08:30:01  2021,0.62,15.85,cowpi-646f
Thu 14 Jan 09:00:01  2021,0.6,16.37,cowpi-646f
Thu 14 Jan 09:30:01  2021,0.58,18.89,cowpi-646f
Thu 14 Jan 10:00:01  2021,0.56,17.91,cowpi-646f
Thu 14 Jan 10:30:01  2021,0.59,14.28,cowpi-646f
Thu 14 Jan 11:00:01  2021,0.57,16.18,cowpi-646f
Thu 14 Jan 11:30:01  2021,0.62,15.55,cowpi-646f
Thu 14 Jan 12:00:01  2021,0.48,19.07,cowpi-646f
Thu 14 Jan 12:30:01  2021,0.48,17.05,cowpi-646f
Thu 14 Jan 13:00:01  2021,0.69,15.7,cowpi-646f
Thu 14 Jan 13:30:01  2021,0.51,13.28,cowpi-646f
Thu 14 Jan 14:00:01  2021,0.52,13.1,cowpi-646f
Thu 14 Jan 14:30:01  2021,0.48,15.76,cowpi-646f
Thu 14 Jan 15:00:01  2021,0.52,15.57,cowpi-646f
Thu 14 Jan 15:30:01  2021,0.52,15.1,cowpi-646f
Thu 14 Jan 16:00:01  2021,0.56,15.68,cowpi-646f
Thu 14 Jan 16:30:01  2021,0.51,0,cowpi-646f
Thu 14 Jan 17:00:01  2021,0.51,16.55,cowpi-646f
Thu 14 Jan 17:30:01  2021,0.44,17.74,cowpi-646f
Thu 14 Jan 18:00:01  2021,0.45,17.75,cowpi-646f
Thu 14 Jan 18:30:01  2021,0.49,18.21,cowpi-646f
Thu 14 Jan 19:00:01  2021,0.47,18.05,cowpi-646f
Thu 14 Jan 19:30:01  2021,0.45,18.25,cowpi-646f
Thu 14 Jan 20:00:01  2021,0.5,17.51,cowpi-646f
Thu 14 Jan 20:30:01  2021,0.59,16.28,cowpi-646f
Thu 14 Jan 21:00:01  2021,0.44,17.88,cowpi-646f
Thu 14 Jan 21:30:01  2021,0.56,16.86,cowpi-646f
Thu 14 Jan 22:00:01  2021,0.52,17.19,cowpi-646f
Thu 14 Jan 22:30:01  2021,0.51,17.44,cowpi-646f
Thu 14 Jan 23:00:01  2021,0.65,17.68,cowpi-646f
Thu 14 Jan 23:30:01  2021,0.52,18.79,cowpi-646f
Fri 15 Jan 00:00:01  2021,0.59,18.27,cowpi-646f
Fri 15 Jan 00:30:01  2021,0.51,18.52,cowpi-646f
Fri 15 Jan 01:00:01  2021,0.57,18.5,cowpi-646f
Fri 15 Jan 01:30:01  2021,0.53,18.15,cowpi-646f
Fri 15 Jan 02:00:01  2021,0.58,18.47,cowpi-646f
Fri 15 Jan 02:30:01  2021,0.84,18.12,cowpi-646f
Fri 15 Jan 03:00:01  2021,0.51,17.07,cowpi-646f
Fri 15 Jan 03:30:01  2021,0.53,17.98,cowpi-646f
Fri 15 Jan 04:00:01  2021,0.61,18.63,cowpi-646f
Fri 15 Jan 04:30:01  2021,0.52,18.96,cowpi-646f
Fri 15 Jan 05:00:01  2021,0.62,10.61,cowpi-646f
Fri 15 Jan 05:30:01  2021,0.59,17.74,cowpi-646f
Fri 15 Jan 06:00:01  2021,0.6,17.29,cowpi-646f
Fri 15 Jan 06:30:01  2021,0.52,16.45,cowpi-646f
Fri 15 Jan 07:00:01  2021,0.51,17.72,cowpi-646f
Fri 15 Jan 07:30:01  2021,0.43,12.94,cowpi-646f
Fri 15 Jan 08:00:01  2021,0.46,16.32,cowpi-646f
Fri 15 Jan 08:30:01  2021,0.55,17.81,cowpi-646f
Fri 15 Jan 09:00:01  2021,0.51,18.34,cowpi-646f
Fri 15 Jan 09:30:01  2021,0.51,17.5,cowpi-646f
Fri 15 Jan 10:00:02  2021,0.52,17.62,cowpi-646f
Fri 15 Jan 10:30:01  2021,0.59,18.94,cowpi-646f
Fri 15 Jan 11:00:01  2021,0.77,17.21,cowpi-646f
Fri 15 Jan 11:30:01  2021,0.5,17.16,cowpi-646f
Fri 15 Jan 12:00:01  2021,0.63,12.29,cowpi-646f
Fri 15 Jan 12:30:01  2021,0.5,8.4,cowpi-646f
Fri 15 Jan 13:00:01  2021,0.58,8.9,cowpi-646f
Fri 15 Jan 13:30:01  2021,0.47,12.17,cowpi-646f
Fri 15 Jan 14:00:01  2021,0.49,17.2,cowpi-646f
Fri 15 Jan 14:30:01  2021,0.52,16.09,cowpi-646f
Fri 15 Jan 15:00:01  2021,0.51,16.5,cowpi-646f
Fri 15 Jan 15:30:01  2021,0.53,15.42,cowpi-646f
Fri 15 Jan 16:00:01  2021,0.5,9.61,cowpi-646f
Fri 15 Jan 16:30:01  2021,0.49,15.73,cowpi-646f
Fri 15 Jan 17:00:01  2021,0.68,18.37,cowpi-646f
Fri 15 Jan 17:30:01  2021,0.68,18.6,cowpi-646f
Fri 15 Jan 18:00:01  2021,0.74,14.82,cowpi-646f
Fri 15 Jan 18:30:01  2021,0.51,17.75,cowpi-646f
Fri 15 Jan 19:00:01  2021,0.54,18.13,cowpi-646f
Fri 15 Jan 19:30:01  2021,0.56,9.15,cowpi-646f
Fri 15 Jan 20:00:01  2021,0.68,17.24,cowpi-646f
Fri 15 Jan 20:30:01  2021,0.66,17.91,cowpi-646f
Fri 15 Jan 21:00:01  2021,0.5,16.28,cowpi-646f
Fri 15 Jan 21:30:01  2021,0.61,19.06,cowpi-646f
Fri 15 Jan 22:00:01  2021,0.57,16.42,cowpi-646f
Fri 15 Jan 22:30:01  2021,0.58,17.22,cowpi-646f
Fri 15 Jan 23:00:01  2021,0.56,17.35,cowpi-646f
Fri 15 Jan 23:30:01  2021,0.54,15.09,cowpi-646f
Sat 16 Jan 00:00:01  2021,0.6,18.18,cowpi-646f
Sat 16 Jan 00:30:01  2021,0.56,18.27,cowpi-646f
Sat 16 Jan 01:00:01  2021,0.53,18.08,cowpi-646f
Sat 16 Jan 01:30:01  2021,0.51,17.37,cowpi-646f
Sat 16 Jan 02:00:01  2021,0.49,17.62,cowpi-646f
Sat 16 Jan 02:30:01  2021,0.54,17.15,cowpi-646f
Sat 16 Jan 03:00:01  2021,0.63,17.93,cowpi-646f
Sat 16 Jan 03:30:01  2021,0.55,16.83,cowpi-646f
Sat 16 Jan 04:00:01  2021,0.48,18.88,cowpi-646f
Sat 16 Jan 04:30:01  2021,0.52,18.32,cowpi-646f
Sat 16 Jan 05:00:01  2021,0.51,15.85,cowpi-646f
Sat 16 Jan 05:30:01  2021,0.55,14.77,cowpi-646f
Sat 16 Jan 06:00:01  2021,0.67,17.32,cowpi-646f
Sat 16 Jan 06:30:02  2021,0.85,17.41,cowpi-646f
Sat 16 Jan 07:00:01  2021,0.72,13.11,cowpi-646f
Sat 16 Jan 07:30:01  2021,0.59,18.27,cowpi-646f
Sat 16 Jan 08:00:01  2021,0.52,17.6,cowpi-646f
Sat 16 Jan 08:30:01  2021,0.52,17.39,cowpi-646f
Sat 16 Jan 09:00:01  2021,0.59,16.45,cowpi-646f
Sat 16 Jan 09:30:01  2021,0.58,11.97,cowpi-646f
Sat 16 Jan 10:00:01  2021,0.49,16.81,cowpi-646f
Sat 16 Jan 10:30:02  2021,0.65,18.21,cowpi-646f
Sat 16 Jan 11:00:01  2021,0.71,15.84,cowpi-646f
Sat 16 Jan 11:30:01  2021,0.59,17.81,cowpi-646f
Sat 16 Jan 12:00:01  2021,0.5,16.38,cowpi-646f
Sat 16 Jan 12:30:01  2021,0.62,16.98,cowpi-646f
Sat 16 Jan 13:00:01  2021,0.54,9.33,cowpi-646f
Sat 16 Jan 13:30:01  2021,0.5,15.25,cowpi-646f
Sat 16 Jan 14:00:01  2021,0.56,16.47,cowpi-646f
Sat 16 Jan 14:30:01  2021,0.53,16.84,cowpi-646f
Sat 16 Jan 15:00:01  2021,0.46,11.17,cowpi-646f
Sat 16 Jan 15:30:01  2021,0.51,7.8,cowpi-646f
Sat 16 Jan 16:00:01  2021,0.6,17.43,cowpi-646f
Sat 16 Jan 16:30:01  2021,0.59,12.92,cowpi-646f
Sat 16 Jan 17:00:01  2021,0.54,17.23,cowpi-646f
Sat 16 Jan 17:30:01  2021,0.62,15.81,cowpi-646f
Sat 16 Jan 18:00:01  2021,0.7,17.58,cowpi-646f
Sat 16 Jan 18:30:01  2021,0.69,17.97,cowpi-646f
Sat 16 Jan 19:00:01  2021,0.62,18.17,cowpi-646f
Sat 16 Jan 19:30:01  2021,0.58,13.75,cowpi-646f
Sat 16 Jan 20:00:01  2021,0.66,17.4,cowpi-646f
Sat 16 Jan 20:30:01  2021,0.67,16.24,cowpi-646f
Sat 16 Jan 21:00:01  2021,0.77,16.33,cowpi-646f
Sat 16 Jan 21:30:01  2021,0.62,15.57,cowpi-646f
Sat 16 Jan 22:00:02  2021,0.71,15.63,cowpi-646f
Sat 16 Jan 22:30:01  2021,0.77,16.43,cowpi-646f
Sat 16 Jan 23:00:01  2021,0.56,17.07,cowpi-646f
Sat 16 Jan 23:30:01  2021,0.77,9.75,cowpi-646f
Sun 17 Jan 00:00:01  2021,0.64,14.15,cowpi-646f
Sun 17 Jan 00:30:01  2021,0.49,16.47,cowpi-646f
Sun 17 Jan 01:00:01  2021,0.61,15.47,cowpi-646f
Sun 17 Jan 01:30:01  2021,0.59,14.07,cowpi-646f
Sun 17 Jan 02:00:01  2021,0.57,16.26,cowpi-646f
Sun 17 Jan 02:30:01  2021,0.57,17.23,cowpi-646f
Sun 17 Jan 03:00:01  2021,0.7,18.02,cowpi-646f
Sun 17 Jan 03:30:01  2021,0.58,17.15,cowpi-646f
Sun 17 Jan 04:00:01  2021,0.72,17.2,cowpi-646f
Sun 17 Jan 04:30:01  2021,0.73,17.59,cowpi-646f
Sun 17 Jan 05:00:01  2021,0.63,17.25,cowpi-646f
Sun 17 Jan 05:30:01  2021,0.75,16.28,cowpi-646f
Sun 17 Jan 06:00:01  2021,0.8,16.72,cowpi-646f
Sun 17 Jan 06:30:01  2021,0.61,18.84,cowpi-646f
Sun 17 Jan 07:00:01  2021,0.76,16.63,cowpi-646f
Sun 17 Jan 07:30:01  2021,0.68,17.04,cowpi-646f
Sun 17 Jan 08:00:01  2021,0.74,16.9,cowpi-646f
Sun 17 Jan 08:30:01  2021,0.71,14.89,cowpi-646f
Sun 17 Jan 09:00:01  2021,0.49,17.2,cowpi-646f
Sun 17 Jan 09:30:01  2021,0.6,16.01,cowpi-646f
Sun 17 Jan 10:00:01  2021,0.81,16.62,cowpi-646f
Sun 17 Jan 10:30:01  2021,0.71,12.38,cowpi-646f
Sun 17 Jan 11:00:01  2021,0.78,16.23,cowpi-646f
Sun 17 Jan 11:30:01  2021,0.44,17.66,cowpi-646f
Sun 17 Jan 12:00:01  2021,0.71,14.79,cowpi-646f
Sun 17 Jan 12:30:01  2021,0.63,17.44,cowpi-646f
Sun 17 Jan 13:00:01  2021,0.63,16.66,cowpi-646f
Sun 17 Jan 13:30:01  2021,0.62,15.99,cowpi-646f
Sun 17 Jan 14:00:01  2021,0.49,16.3,cowpi-646f
Sun 17 Jan 14:30:01  2021,0.71,17.61,cowpi-646f
Sun 17 Jan 15:00:01  2021,0.65,11.11,cowpi-646f
Sun 17 Jan 15:30:01  2021,0.73,8.26,cowpi-646f
Sun 17 Jan 16:00:01  2021,0.77,13.39,cowpi-646f
Sun 17 Jan 16:30:01  2021,0.73,8.52,cowpi-646f
Sun 17 Jan 17:00:01  2021,0.73,15.53,cowpi-646f
Sun 17 Jan 17:30:01  2021,0.74,12.9,cowpi-646f
Sun 17 Jan 18:00:01  2021,0.72,16.48,cowpi-646f
Sun 17 Jan 18:30:01  2021,0.73,16.06,cowpi-646f
Sun 17 Jan 19:00:01  2021,0.65,14.51,cowpi-646f
Sun 17 Jan 19:30:01  2021,0.74,15.47,cowpi-646f
Sun 17 Jan 20:00:01  2021,0.68,15.93,cowpi-646f
Sun 17 Jan 20:30:01  2021,0.53,14.75,cowpi-646f
Sun 17 Jan 21:00:01  2021,0.77,16,cowpi-646f
Sun 17 Jan 21:30:01  2021,0.65,13.86,cowpi-646f
Sun 17 Jan 22:00:01  2021,0.7,14.87,cowpi-646f
Sun 17 Jan 22:30:01  2021,0.72,14.47,cowpi-646f
Sun 17 Jan 23:00:01  2021,0.75,13.26,cowpi-646f
Sun 17 Jan 23:30:01  2021,0.75,14.5,cowpi-646f
Mon 18 Jan 00:00:01  2021,0.73,14.79,cowpi-646f
Mon 18 Jan 00:30:01  2021,0.81,16.47,cowpi-646f
Mon 18 Jan 01:00:01  2021,0.68,18.34,cowpi-646f
Mon 18 Jan 01:30:01  2021,0.77,17.64,cowpi-646f
Mon 18 Jan 02:00:01  2021,0.76,16.74,cowpi-646f
Mon 18 Jan 02:30:01  2021,0.61,18.07,cowpi-646f
Mon 18 Jan 03:00:01  2021,0.67,18.12,cowpi-646f
Mon 18 Jan 03:30:01  2021,0.86,14.95,cowpi-646f
Mon 18 Jan 04:00:01  2021,0.78,17.23,cowpi-646f
Mon 18 Jan 04:30:01  2021,0.65,18.68,cowpi-646f
Mon 18 Jan 05:00:01  2021,0.77,15.95,cowpi-646f
Mon 18 Jan 05:30:01  2021,0.77,14.46,cowpi-646f
Mon 18 Jan 06:00:01  2021,0.67,17.97,cowpi-646f
Mon 18 Jan 06:30:01  2021,0.51,17.73,cowpi-646f
Mon 18 Jan 07:00:01  2021,0.7,19.4,cowpi-646f
Mon 18 Jan 07:30:01  2021,0.69,16.85,cowpi-646f
Mon 18 Jan 08:00:01  2021,0.71,15.48,cowpi-646f
Mon 18 Jan 08:30:01  2021,0.56,16.79,cowpi-646f
Mon 18 Jan 09:00:01  2021,0.7,17.72,cowpi-646f
Mon 18 Jan 09:30:01  2021,0.75,14.62,cowpi-646f
Mon 18 Jan 10:00:01  2021,0.82,11.47,cowpi-646f
Mon 18 Jan 10:30:01  2021,0.75,13.38,cowpi-646f
Mon 18 Jan 11:00:01  2021,0.79,14.02,cowpi-646f
Mon 18 Jan 11:30:01  2021,0.75,15.97,cowpi-646f
Mon 18 Jan 12:00:01  2021,0.76,14.62,cowpi-646f
Mon 18 Jan 12:30:01  2021,0.65,15.01,cowpi-646f
Mon 18 Jan 13:00:01  2021,0.7,19.06,cowpi-646f
Mon 18 Jan 13:30:01  2021,0.75,15.58,cowpi-646f
Mon 18 Jan 14:00:01  2021,0.86,10.71,cowpi-646f
Mon 18 Jan 14:30:01  2021,0.81,14.92,cowpi-646f
Mon 18 Jan 15:00:01  2021,0.63,17.89,cowpi-646f
Mon 18 Jan 15:30:01  2021,0.76,14.46,cowpi-646f
Mon 18 Jan 16:00:01  2021,0.69,16.31,cowpi-646f
Mon 18 Jan 16:30:02  2021,0.53,15.06,cowpi-646f
Mon 18 Jan 17:00:01  2021,0.69,14.09,cowpi-646f
Mon 18 Jan 17:30:01  2021,0.5,15.65,cowpi-646f
Mon 18 Jan 18:00:01  2021,0.69,14.37,cowpi-646f
Mon 18 Jan 18:30:01  2021,0.73,12.7,cowpi-646f
Mon 18 Jan 19:00:01  2021,0.83,14.92,cowpi-646f
Mon 18 Jan 19:30:01  2021,0.64,15.38,cowpi-646f
Mon 18 Jan 20:00:01  2021,0.66,14.3,cowpi-646f
Mon 18 Jan 20:30:01  2021,0.61,14.98,cowpi-646f
Mon 18 Jan 21:00:01  2021,0.78,15.66,cowpi-646f
Mon 18 Jan 21:30:01  2021,0.69,14.17,cowpi-646f
Mon 18 Jan 22:00:01  2021,0.63,12.09,cowpi-646f
Mon 18 Jan 22:30:01  2021,0.68,14.6,cowpi-646f
Mon 18 Jan 23:00:01  2021,0.53,17.1,cowpi-646f
Mon 18 Jan 23:30:01  2021,0.67,15.44,cowpi-646f
Tue 19 Jan 00:00:01  2021,0.49,15.77,cowpi-646f
Tue 19 Jan 00:30:01  2021,0.6,15.6,cowpi-646f
Tue 19 Jan 01:00:01  2021,0.62,16.25,cowpi-646f
Tue 19 Jan 01:30:01  2021,0.48,18.33,cowpi-646f
Tue 19 Jan 02:00:01  2021,0.62,16.52,cowpi-646f
Tue 19 Jan 02:30:01  2021,0.52,18.49,cowpi-646f
Tue 19 Jan 03:00:01  2021,0.7,14.43,cowpi-646f
Tue 19 Jan 03:30:01  2021,0.68,15.96,cowpi-646f
Tue 19 Jan 04:00:01  2021,0.77,7,cowpi-646f
Tue 19 Jan 04:30:01  2021,0.53,17,cowpi-646f
Tue 19 Jan 05:00:01  2021,0.75,14.45,cowpi-646f
Tue 19 Jan 05:30:01  2021,0.66,15.37,cowpi-646f
Tue 19 Jan 06:00:01  2021,0.51,18.78,cowpi-646f
Tue 19 Jan 06:30:01  2021,0.62,14.39,cowpi-646f
Tue 19 Jan 07:00:01  2021,0.54,18.02,cowpi-646f
Tue 19 Jan 07:30:01  2021,0.55,18.19,cowpi-646f
Tue 19 Jan 08:00:01  2021,0.64,15.15,cowpi-646f
Tue 19 Jan 08:30:01  2021,0.58,16.28,cowpi-646f
Tue 19 Jan 09:00:01  2021,0.74,13.05,cowpi-646f
Tue 19 Jan 09:30:01  2021,0.56,4.17,cowpi-646f
Tue 19 Jan 10:00:01  2021,0.77,13.98,cowpi-646f
Tue 19 Jan 10:30:01  2021,0.74,14.67,cowpi-646f
Tue 19 Jan 11:00:01  2021,0.65,13.87,cowpi-646f
Tue 19 Jan 11:30:01  2021,0.55,17.5,cowpi-646f
Tue 19 Jan 12:00:01  2021,0.63,12.19,cowpi-646f
Tue 19 Jan 12:30:01  2021,0.62,13.67,cowpi-646f
Tue 19 Jan 13:00:01  2021,0.73,13.85,cowpi-646f
Tue 19 Jan 13:30:01  2021,0.66,14.21,cowpi-646f
Tue 19 Jan 14:00:02  2021,0.81,13.94,cowpi-646f
Tue 19 Jan 14:30:01  2021,0.6,19.63,cowpi-646f
Tue 19 Jan 15:00:01  2021,0.56,14.09,cowpi-646f
Tue 19 Jan 15:30:01  2021,0.57,12.29,cowpi-646f
Tue 19 Jan 16:00:01  2021,0.52,15.3,cowpi-646f
Tue 19 Jan 16:30:01  2021,0.76,13.79,cowpi-646f
Tue 19 Jan 17:00:01  2021,0.61,16.06,cowpi-646f
Tue 19 Jan 17:30:01  2021,0.67,14.3,cowpi-646f
Tue 19 Jan 18:00:01  2021,0.7,16.06,cowpi-646f
Tue 19 Jan 18:30:01  2021,0.81,15.08,cowpi-646f
Tue 19 Jan 19:00:01  2021,0.56,14.91,cowpi-646f
Tue 19 Jan 19:30:01  2021,0.62,17.29,cowpi-646f
Tue 19 Jan 20:00:01  2021,0.66,13.38,cowpi-646f
Tue 19 Jan 20:30:01  2021,0.49,17.41,cowpi-646f
Tue 19 Jan 21:00:01  2021,0.66,12.4,cowpi-646f
Tue 19 Jan 21:30:01  2021,0.64,15.13,cowpi-646f
Tue 19 Jan 22:00:01  2021,0.79,10.53,cowpi-646f
Tue 19 Jan 22:30:01  2021,0.52,16.69,cowpi-646f
Tue 19 Jan 23:00:01  2021,0.64,14.97,cowpi-646f
Tue 19 Jan 23:30:01  2021,0.69,13.95,cowpi-646f
Wed 20 Jan 00:00:01  2021,0.47,18.58,cowpi-646f
Wed 20 Jan 00:30:01  2021,0.6,15.81,cowpi-646f
Wed 20 Jan 01:00:01  2021,0.69,11.64,cowpi-646f
Wed 20 Jan 01:30:01  2021,0.73,13.29,cowpi-646f
Wed 20 Jan 02:00:01  2021,0.64,15.54,cowpi-646f
Wed 20 Jan 02:30:01  2021,0.51,18.04,cowpi-646f
Wed 20 Jan 03:00:01  2021,0.68,15.46,cowpi-646f
Wed 20 Jan 03:30:01  2021,0.67,14.51,cowpi-646f
Wed 20 Jan 04:00:01  2021,0.69,15.82,cowpi-646f
Wed 20 Jan 04:30:02  2021,0.6,10.52,cowpi-646f
Wed 20 Jan 05:00:01  2021,0.69,14.89,cowpi-646f
Wed 20 Jan 05:30:01  2021,0.65,15.29,cowpi-646f
Wed 20 Jan 06:00:01  2021,0.7,11.97,cowpi-646f
Wed 20 Jan 06:30:01  2021,0.63,14.34,cowpi-646f
Wed 20 Jan 07:00:01  2021,0.56,15.69,cowpi-646f
Wed 20 Jan 07:30:01  2021,0.47,14.65,cowpi-646f
Wed 20 Jan 08:00:02  2021,0.58,18.98,cowpi-646f
Wed 20 Jan 08:30:01  2021,0.62,15.47,cowpi-646f
Wed 20 Jan 09:00:01  2021,0.7,13.23,cowpi-646f
Wed 20 Jan 09:30:01  2021,0.64,15.07,cowpi-646f
Wed 20 Jan 10:00:01  2021,0.84,15.77,cowpi-646f
Wed 20 Jan 10:30:01  2021,0.6,17.26,cowpi-646f
Wed 20 Jan 11:00:01  2021,0.91,10.37,cowpi-646f
Wed 20 Jan 11:30:01  2021,0.61,16.08,cowpi-646f
Wed 20 Jan 12:00:01  2021,0.67,14.56,cowpi-646f
Wed 20 Jan 12:30:01  2021,0.7,13.57,cowpi-646f
Wed 20 Jan 13:00:01  2021,0.76,13.87,cowpi-646f
Wed 20 Jan 13:30:01  2021,0.72,14.65,cowpi-646f
Wed 20 Jan 14:00:01  2021,0.64,12.96,cowpi-646f
Wed 20 Jan 14:30:01  2021,0.65,12.56,cowpi-646f
