dateTime,download,upload,device
Sun  7 Feb 15:30:01  2021,76.4,30.09,cowpi-0abe
Sun  7 Feb 16:00:01  2021,50.11,20.73,cowpi-0abe
Sun  7 Feb 16:30:02  2021,74.12,22.53,cowpi-0abe
Sun  7 Feb 17:00:01  2021,72.71,31.82,cowpi-0abe
Sun  7 Feb 17:30:01  2021,70.01,31.99,cowpi-0abe
Sun  7 Feb 18:00:01  2021,58.14,21.67,cowpi-0abe
Sun  7 Feb 18:30:01  2021,61.66,21.01,cowpi-0abe
Sun  7 Feb 19:00:01  2021,36.41,30.99,cowpi-0abe
Sun  7 Feb 19:30:01  2021,65.97,30.57,cowpi-0abe
Sun  7 Feb 20:00:01  2021,19.58,31.56,cowpi-0abe
Sun  7 Feb 20:30:01  2021,12.09,27.22,cowpi-0abe
Sun  7 Feb 21:00:01  2021,22.91,33.13,cowpi-0abe
Sun  7 Feb 21:30:01  2021,8.28,28.08,cowpi-0abe
Sun  7 Feb 22:00:01  2021,65.32,29.37,cowpi-0abe
Sun  7 Feb 22:30:01  2021,12.01,30.12,cowpi-0abe
Sun  7 Feb 23:00:01  2021,67.22,29.34,cowpi-0abe
Sun  7 Feb 23:30:01  2021,80,27.24,cowpi-0abe
Mon  8 Feb 00:00:01  2021,58.68,19.21,cowpi-0abe
Mon  8 Feb 00:30:01  2021,63.49,19.05,cowpi-0abe
Mon  8 Feb 01:00:01  2021,66.5,23.78,cowpi-0abe
Mon  8 Feb 01:30:01  2021,71.92,25.15,cowpi-0abe
Mon  8 Feb 02:00:01  2021,59.88,22.49,cowpi-0abe
Mon  8 Feb 02:30:01  2021,74.01,21.78,cowpi-0abe
Mon  8 Feb 03:00:01  2021,73.33,22.51,cowpi-0abe
Mon  8 Feb 03:30:01  2021,66.04,24.52,cowpi-0abe
Mon  8 Feb 04:00:01  2021,66.28,21.63,cowpi-0abe
Mon  8 Feb 04:30:01  2021,82.01,22.15,cowpi-0abe
Mon  8 Feb 05:00:01  2021,67.28,26.7,cowpi-0abe
Mon  8 Feb 05:30:01  2021,73.57,23.62,cowpi-0abe
Mon  8 Feb 06:00:01  2021,55.02,23.04,cowpi-0abe
Mon  8 Feb 06:30:01  2021,76.69,21.63,cowpi-0abe
Mon  8 Feb 07:00:01  2021,60.77,23.76,cowpi-0abe
Mon  8 Feb 07:30:01  2021,53.27,22.64,cowpi-0abe
Mon  8 Feb 08:00:01  2021,68.69,22.98,cowpi-0abe
Mon  8 Feb 08:30:01  2021,73.45,21.68,cowpi-0abe
Mon  8 Feb 09:00:01  2021,48.64,27.92,cowpi-0abe
Mon  8 Feb 09:30:01  2021,37.32,25.83,cowpi-0abe
Mon  8 Feb 10:00:01  2021,54.16,21.03,cowpi-0abe
Mon  8 Feb 10:30:01  2021,45.38,10.85,cowpi-0abe
Mon  8 Feb 11:00:02  2021,43.49,19.18,cowpi-0abe
Mon  8 Feb 11:30:01  2021,4.64,30.37,cowpi-0abe
Mon  8 Feb 12:00:01  2021,62.11,22.02,cowpi-0abe
Mon  8 Feb 12:30:01  2021,67.26,18.95,cowpi-0abe
Mon  8 Feb 13:00:02  2021,12.6,33.84,cowpi-0abe
Mon  8 Feb 13:30:01  2021,4.92,30.98,cowpi-0abe
Mon  8 Feb 14:00:02  2021,74.79,28.92,cowpi-0abe
Mon  8 Feb 14:30:02  2021,81.05,25.36,cowpi-0abe
Mon  8 Feb 15:00:01  2021,79.49,30.33,cowpi-0abe
Mon  8 Feb 15:30:01  2021,5.94,32.18,cowpi-0abe
Mon  8 Feb 16:00:01  2021,10.78,35.55,cowpi-0abe
Mon  8 Feb 16:30:02  2021,61.34,24.63,cowpi-0abe
Mon  8 Feb 17:00:01  2021,81.31,30.97,cowpi-0abe
Mon  8 Feb 17:30:01  2021,6.39,33.61,cowpi-0abe
Mon  8 Feb 18:00:01  2021,83.85,19.59,cowpi-0abe
Mon  8 Feb 18:30:01  2021,7.59,36.11,cowpi-0abe
Mon  8 Feb 19:00:01  2021,50.02,21.49,cowpi-0abe
Mon  8 Feb 19:30:01  2021,77.06,21.56,cowpi-0abe
Mon  8 Feb 20:00:01  2021,52.86,16.62,cowpi-0abe
Mon  8 Feb 20:30:01  2021,18.75,17.02,cowpi-0abe
Mon  8 Feb 21:00:01  2021,16.69,21.89,cowpi-0abe
Mon  8 Feb 21:30:01  2021,12.46,19.96,cowpi-0abe
Mon  8 Feb 22:00:01  2021,58.49,23.39,cowpi-0abe
Mon  8 Feb 22:30:01  2021,44.75,26.44,cowpi-0abe
Mon  8 Feb 23:00:02  2021,17.29,28.86,cowpi-0abe
Mon  8 Feb 23:30:01  2021,54.38,25,cowpi-0abe
Tue  9 Feb 00:00:01  2021,64.43,30.92,cowpi-0abe
Tue  9 Feb 00:30:01  2021,8.1,30.81,cowpi-0abe
Tue  9 Feb 01:00:01  2021,79.62,31.84,cowpi-0abe
Tue  9 Feb 01:30:01  2021,11.52,33.93,cowpi-0abe
Tue  9 Feb 02:00:01  2021,28.33,32.65,cowpi-0abe
Tue  9 Feb 02:30:01  2021,75.51,32.57,cowpi-0abe
Tue  9 Feb 03:00:01  2021,73.43,33.53,cowpi-0abe
Tue  9 Feb 03:30:01  2021,73.32,31.59,cowpi-0abe
Tue  9 Feb 04:00:01  2021,34.99,33.7,cowpi-0abe
Tue  9 Feb 04:30:01  2021,12.24,32.01,cowpi-0abe
Tue  9 Feb 05:00:01  2021,28.89,30.62,cowpi-0abe
Tue  9 Feb 05:30:01  2021,67.2,30.22,cowpi-0abe
Tue  9 Feb 06:00:01  2021,61.06,23.63,cowpi-0abe
Tue  9 Feb 06:30:01  2021,34.12,22.06,cowpi-0abe
Tue  9 Feb 07:00:02  2021,67.98,33.5,cowpi-0abe
Tue  9 Feb 07:30:01  2021,61.32,24.94,cowpi-0abe
Tue  9 Feb 08:00:01  2021,69.43,21.27,cowpi-0abe
Tue  9 Feb 08:30:01  2021,70.41,21.58,cowpi-0abe
Tue  9 Feb 09:00:01  2021,69,19.03,cowpi-0abe
Tue  9 Feb 09:30:01  2021,66.45,26.05,cowpi-0abe
Tue  9 Feb 10:00:01  2021,20.37,32.87,cowpi-0abe
Tue  9 Feb 10:30:01  2021,9.63,30.67,cowpi-0abe
Tue  9 Feb 11:00:01  2021,10.81,29.08,cowpi-0abe
Tue  9 Feb 11:30:01  2021,86.13,34.91,cowpi-0abe
Tue  9 Feb 12:00:01  2021,80.76,20.48,cowpi-0abe
Tue  9 Feb 12:30:01  2021,75.14,17.28,cowpi-0abe
Tue  9 Feb 13:00:01  2021,42.91,19.23,cowpi-0abe
Tue  9 Feb 13:30:01  2021,14.41,11.75,cowpi-0abe
Tue  9 Feb 14:00:02  2021,73.51,17.83,cowpi-0abe
Tue  9 Feb 14:30:01  2021,53.3,23.81,cowpi-0abe
Tue  9 Feb 15:00:01  2021,55.59,21.37,cowpi-0abe
Tue  9 Feb 15:30:01  2021,13.27,13.36,cowpi-0abe
Tue  9 Feb 16:00:01  2021,61.26,21.08,cowpi-0abe
Tue  9 Feb 16:30:01  2021,8.66,11.32,cowpi-0abe
Tue  9 Feb 17:00:01  2021,76.56,32.9,cowpi-0abe
Tue  9 Feb 17:30:01  2021,5.58,30.96,cowpi-0abe
Tue  9 Feb 18:00:01  2021,70.93,30.88,cowpi-0abe
Tue  9 Feb 18:30:01  2021,69.88,28.4,cowpi-0abe
Tue  9 Feb 19:00:01  2021,11.55,33.36,cowpi-0abe
Tue  9 Feb 19:30:02  2021,7.53,29.22,cowpi-0abe
Tue  9 Feb 20:00:01  2021,13.2,28.54,cowpi-0abe
Tue  9 Feb 20:30:01  2021,6.65,32.41,cowpi-0abe
Tue  9 Feb 21:00:01  2021,17.97,27.82,cowpi-0abe
Tue  9 Feb 21:30:01  2021,10.89,29.47,cowpi-0abe
Tue  9 Feb 22:00:01  2021,56.59,15.27,cowpi-0abe
Tue  9 Feb 22:30:01  2021,54.13,26.01,cowpi-0abe
Tue  9 Feb 23:00:01  2021,56.02,25.36,cowpi-0abe
Tue  9 Feb 23:30:01  2021,54.67,24.3,cowpi-0abe
Wed 10 Feb 00:00:01  2021,39.19,21.63,cowpi-0abe
Wed 10 Feb 00:30:01  2021,9.08,32.55,cowpi-0abe
Wed 10 Feb 01:00:01  2021,17.97,32.51,cowpi-0abe
Wed 10 Feb 01:30:01  2021,77.19,24,cowpi-0abe
Wed 10 Feb 02:00:01  2021,72.24,24.45,cowpi-0abe
Wed 10 Feb 02:30:01  2021,68.38,30.42,cowpi-0abe
Wed 10 Feb 03:00:01  2021,21.65,31.07,cowpi-0abe
Wed 10 Feb 03:30:01  2021,67.65,32.35,cowpi-0abe
Wed 10 Feb 04:00:01  2021,63.86,31.6,cowpi-0abe
Wed 10 Feb 04:30:01  2021,10.52,33.98,cowpi-0abe
Wed 10 Feb 05:00:01  2021,20.55,29.17,cowpi-0abe
Wed 10 Feb 05:30:01  2021,7.84,32.16,cowpi-0abe
Wed 10 Feb 06:00:01  2021,78.77,35.94,cowpi-0abe
Wed 10 Feb 06:30:01  2021,66.74,27.64,cowpi-0abe
Wed 10 Feb 07:00:01  2021,77.28,24.89,cowpi-0abe
Wed 10 Feb 07:30:01  2021,59.92,23.43,cowpi-0abe
Wed 10 Feb 08:00:01  2021,65.89,22.42,cowpi-0abe
Wed 10 Feb 08:30:01  2021,64.01,23.28,cowpi-0abe
Wed 10 Feb 09:00:01  2021,62.91,24.83,cowpi-0abe
Wed 10 Feb 09:30:01  2021,9.62,31.14,cowpi-0abe
Wed 10 Feb 10:00:01  2021,20.6,32.67,cowpi-0abe
Wed 10 Feb 10:30:01  2021,63.08,24.22,cowpi-0abe
Wed 10 Feb 11:00:01  2021,62.77,22.92,cowpi-0abe
Wed 10 Feb 11:30:01  2021,5.09,30.79,cowpi-0abe
Wed 10 Feb 12:00:01  2021,76.71,30.43,cowpi-0abe
Wed 10 Feb 12:30:01  2021,25.6,16.7,cowpi-0abe
Wed 10 Feb 13:00:01  2021,61.88,23.74,cowpi-0abe
Wed 10 Feb 13:30:01  2021,12.58,10.37,cowpi-0abe
Wed 10 Feb 14:00:01  2021,77.67,21.84,cowpi-0abe
Wed 10 Feb 14:30:01  2021,5,31.83,cowpi-0abe
Wed 10 Feb 15:00:02  2021,3.72,28.08,cowpi-0abe
Wed 10 Feb 15:30:01  2021,6.82,29.4,cowpi-0abe
Wed 10 Feb 16:00:01  2021,14.47,33.05,cowpi-0abe
Wed 10 Feb 16:30:01  2021,5.01,31.13,cowpi-0abe
Wed 10 Feb 17:00:01  2021,40.3,34.22,cowpi-0abe
Wed 10 Feb 17:30:01  2021,71.83,30.5,cowpi-0abe
Wed 10 Feb 18:00:01  2021,12.39,30.01,cowpi-0abe
Wed 10 Feb 18:30:01  2021,68.98,26.91,cowpi-0abe
Wed 10 Feb 19:00:01  2021,71.57,30.28,cowpi-0abe
Wed 10 Feb 19:30:01  2021,16.69,11.38,cowpi-0abe
Wed 10 Feb 20:00:01  2021,24.59,19.73,cowpi-0abe
Wed 10 Feb 20:30:01  2021,11.46,8.7,cowpi-0abe
Wed 10 Feb 21:00:02  2021,63.24,20.82,cowpi-0abe
Wed 10 Feb 21:30:01  2021,9.24,28.5,cowpi-0abe
Wed 10 Feb 22:00:01  2021,61.39,28.21,cowpi-0abe
Wed 10 Feb 22:30:01  2021,5.74,17.6,cowpi-0abe
Wed 10 Feb 23:00:01  2021,23.73,29.19,cowpi-0abe
Wed 10 Feb 23:30:01  2021,75.46,28.99,cowpi-0abe
Thu 11 Feb 00:00:01  2021,9.87,32.39,cowpi-0abe
Thu 11 Feb 00:30:01  2021,74.21,30.45,cowpi-0abe
Thu 11 Feb 01:00:01  2021,27.91,31.8,cowpi-0abe
Thu 11 Feb 01:30:01  2021,73.35,33.35,cowpi-0abe
Thu 11 Feb 02:00:01  2021,22.63,29.06,cowpi-0abe
Thu 11 Feb 02:30:01  2021,74.06,30.44,cowpi-0abe
Thu 11 Feb 03:00:01  2021,60.6,21.07,cowpi-0abe
Thu 11 Feb 03:30:01  2021,66.46,21.75,cowpi-0abe
Thu 11 Feb 04:00:01  2021,46.16,23.39,cowpi-0abe
Thu 11 Feb 04:30:01  2021,64.9,23.37,cowpi-0abe
Thu 11 Feb 05:00:01  2021,67.81,17.06,cowpi-0abe
Thu 11 Feb 05:30:01  2021,6.75,29.2,cowpi-0abe
Thu 11 Feb 06:00:02  2021,39.28,34.86,cowpi-0abe
Thu 11 Feb 06:30:01  2021,78.08,21.82,cowpi-0abe
Thu 11 Feb 07:00:01  2021,61.03,21.22,cowpi-0abe
Thu 11 Feb 07:30:01  2021,51.15,21.36,cowpi-0abe
Thu 11 Feb 08:00:01  2021,57.51,20.66,cowpi-0abe
Thu 11 Feb 08:30:01  2021,70.58,19.92,cowpi-0abe
Thu 11 Feb 09:00:01  2021,53.26,20.76,cowpi-0abe
Thu 11 Feb 09:30:01  2021,61.67,20.39,cowpi-0abe
Thu 11 Feb 10:00:01  2021,63.45,19.14,cowpi-0abe
Thu 11 Feb 10:30:01  2021,6.13,29.61,cowpi-0abe
Thu 11 Feb 11:00:01  2021,14.27,29.62,cowpi-0abe
Thu 11 Feb 11:30:01  2021,58.49,24.42,cowpi-0abe
Thu 11 Feb 12:00:01  2021,10,26.53,cowpi-0abe
Thu 11 Feb 12:30:01  2021,4.53,23.24,cowpi-0abe
Thu 11 Feb 13:00:01  2021,62.93,23.01,cowpi-0abe
Thu 11 Feb 13:30:01  2021,6.43,18.41,cowpi-0abe
Thu 11 Feb 14:00:01  2021,70.69,26.18,cowpi-0abe
Thu 11 Feb 14:30:01  2021,4.4,23.65,cowpi-0abe
Thu 11 Feb 15:00:01  2021,3.1,25.25,cowpi-0abe
Wed  9 Dec 21:00:01  2020,52.77,43.13,cowpi-646f
Wed  9 Dec 21:30:01  2020,44.4,51.66,cowpi-646f
Wed  9 Dec 22:00:01  2020,52.05,60.02,cowpi-646f
Wed  9 Dec 22:30:01  2020,24.69,52.98,cowpi-646f
Wed  9 Dec 23:00:01  2020,36.34,60.29,cowpi-646f
Wed  9 Dec 23:30:01  2020,32.42,61.18,cowpi-646f
Thu 10 Dec 00:00:01  2020,35,58.13,cowpi-646f
Thu 10 Dec 00:30:01  2020,32.16,58.23,cowpi-646f
Thu 10 Dec 01:00:01  2020,31.89,52.6,cowpi-646f
Thu 10 Dec 01:30:01  2020,36.43,58.87,cowpi-646f
Thu 10 Dec 02:00:01  2020,36.84,60.76,cowpi-646f
Thu 10 Dec 02:30:01  2020,36.46,59.07,cowpi-646f
Thu 10 Dec 03:00:01  2020,40.02,64.31,cowpi-646f
Thu 10 Dec 03:30:01  2020,30.79,55.47,cowpi-646f
Thu 10 Dec 04:00:01  2020,24.65,56.97,cowpi-646f
Thu 10 Dec 04:30:01  2020,33.81,56.64,cowpi-646f
Thu 10 Dec 05:00:01  2020,32.57,56.65,cowpi-646f
Thu 10 Dec 05:30:01  2020,26.13,58.08,cowpi-646f
Thu 10 Dec 06:00:02  2020,32.37,57.8,cowpi-646f
Thu 10 Dec 06:30:01  2020,32.77,59.29,cowpi-646f
Thu 10 Dec 07:00:01  2020,40.12,56.58,cowpi-646f
Thu 10 Dec 07:30:01  2020,35.92,55.07,cowpi-646f
Thu 10 Dec 08:00:01  2020,27.93,48.21,cowpi-646f
Thu 10 Dec 08:30:01  2020,28.53,62.44,cowpi-646f
Thu 10 Dec 09:00:01  2020,35.84,57.99,cowpi-646f
Thu 10 Dec 09:30:01  2020,32.13,58.09,cowpi-646f
Thu 10 Dec 10:00:01  2020,27.14,64.17,cowpi-646f
Thu 10 Dec 10:30:01  2020,40.13,57.52,cowpi-646f
Thu 10 Dec 11:00:01  2020,44.16,64.24,cowpi-646f
Thu 10 Dec 11:30:01  2020,37.97,58.45,cowpi-646f
Thu 10 Dec 12:00:01  2020,27.74,61.69,cowpi-646f
Thu 10 Dec 12:30:01  2020,,,cowpi-646f
Thu 10 Dec 13:00:01  2020,,,cowpi-646f
Thu 10 Dec 13:30:01  2020,,,cowpi-646f
Thu 10 Dec 14:00:01  2020,37.46,65.69,cowpi-646f
Thu 10 Dec 14:30:01  2020,54.91,58.76,cowpi-646f
Thu 10 Dec 15:00:01  2020,40.68,52.21,cowpi-646f
Thu 10 Dec 15:30:01  2020,52.47,59.24,cowpi-646f
Thu 10 Dec 16:00:01  2020,47.02,51.6,cowpi-646f
Thu 10 Dec 16:30:01  2020,53.15,57.22,cowpi-646f
Thu 10 Dec 17:00:02  2020,34.19,58.45,cowpi-646f
Thu 10 Dec 17:30:01  2020,30.62,58.65,cowpi-646f
Thu 10 Dec 18:00:01  2020,44.16,57.49,cowpi-646f
Thu 10 Dec 18:30:01  2020,38.58,57.53,cowpi-646f
Thu 10 Dec 19:00:01  2020,,,cowpi-646f
Thu 10 Dec 19:30:01  2020,,,cowpi-646f
Thu 10 Dec 20:00:01  2020,36.41,58.39,cowpi-646f
Thu 10 Dec 20:30:01  2020,55.44,64.95,cowpi-646f
Thu 10 Dec 21:00:01  2020,,,cowpi-646f
Thu 10 Dec 21:30:01  2020,32.21,56.21,cowpi-646f
Thu 10 Dec 22:00:01  2020,58.02,58.59,cowpi-646f
Thu 10 Dec 22:30:01  2020,,,cowpi-646f
Thu 10 Dec 23:00:01  2020,38.39,58.31,cowpi-646f
Thu 10 Dec 23:30:01  2020,31.4,56.73,cowpi-646f
Fri 11 Dec 00:00:01  2020,35.32,57.96,cowpi-646f
Fri 11 Dec 00:30:01  2020,44.07,58.26,cowpi-646f
Fri 11 Dec 01:00:01  2020,63.29,57.11,cowpi-646f
Fri 11 Dec 01:30:01  2020,35.18,60.15,cowpi-646f
Fri 11 Dec 02:00:01  2020,33.01,56.56,cowpi-646f
Fri 11 Dec 02:30:01  2020,34.51,58.52,cowpi-646f
Fri 11 Dec 03:00:02  2020,34.98,55.87,cowpi-646f
Fri 11 Dec 03:30:01  2020,36.22,54.87,cowpi-646f
Fri 11 Dec 04:00:01  2020,32.79,57.59,cowpi-646f
Fri 11 Dec 04:30:01  2020,33.23,54.82,cowpi-646f
Fri 11 Dec 05:00:01  2020,36.35,58.34,cowpi-646f
Fri 11 Dec 05:30:01  2020,30.05,54.22,cowpi-646f
Fri 11 Dec 06:00:01  2020,34.78,60.76,cowpi-646f
Fri 11 Dec 06:30:01  2020,34.86,63.51,cowpi-646f
Fri 11 Dec 07:00:01  2020,30.91,65.46,cowpi-646f
Fri 11 Dec 07:30:01  2020,36.21,64.49,cowpi-646f
Fri 11 Dec 08:00:01  2020,12.87,30.76,cowpi-646f
Fri 11 Dec 08:30:01  2020,,,cowpi-646f
Fri 11 Dec 09:00:01  2020,44.1,64.18,cowpi-646f
Fri 11 Dec 09:30:02  2020,,,cowpi-646f
Fri 11 Dec 10:00:01  2020,43.91,58.98,cowpi-646f
Fri 11 Dec 10:30:01  2020,46.08,55.46,cowpi-646f
Fri 11 Dec 11:00:01  2020,53.19,59.54,cowpi-646f
Fri 11 Dec 11:30:01  2020,43.47,62.86,cowpi-646f
Fri 11 Dec 12:00:01  2020,34.48,58.79,cowpi-646f
Fri 11 Dec 12:30:01  2020,39.62,59.42,cowpi-646f
Fri 11 Dec 13:00:01  2020,34.63,55.18,cowpi-646f
Fri 11 Dec 13:30:01  2020,43.32,43.49,cowpi-646f
Fri 11 Dec 14:00:01  2020,41.79,62.99,cowpi-646f
Fri 11 Dec 14:30:01  2020,31.95,59.1,cowpi-646f
Fri 11 Dec 15:00:01  2020,41.93,14.98,cowpi-646f
Fri 11 Dec 15:30:01  2020,3.37,63.25,cowpi-646f
Fri 11 Dec 16:00:01  2020,43.49,61.09,cowpi-646f
Fri 11 Dec 16:30:01  2020,27.88,57.21,cowpi-646f
Fri 11 Dec 17:00:01  2020,23.99,61.67,cowpi-646f
Fri 11 Dec 17:30:01  2020,25.89,60.3,cowpi-646f
Fri 11 Dec 18:00:01  2020,34.39,49.4,cowpi-646f
Fri 11 Dec 18:30:01  2020,30.21,54.37,cowpi-646f
Fri 11 Dec 19:00:01  2020,40.62,35.29,cowpi-646f
Fri 11 Dec 19:30:01  2020,43.06,62.19,cowpi-646f
Fri 11 Dec 20:00:01  2020,30.35,58.09,cowpi-646f
Fri 11 Dec 20:30:01  2020,29.11,56.5,cowpi-646f
Fri 11 Dec 21:00:01  2020,,,cowpi-646f
Fri 11 Dec 21:30:01  2020,27.07,49.6,cowpi-646f
Fri 11 Dec 22:00:01  2020,,,cowpi-646f
Fri 11 Dec 22:30:01  2020,32.98,56.3,cowpi-646f
Fri 11 Dec 23:00:01  2020,,,cowpi-646f
Fri 11 Dec 23:30:01  2020,,,cowpi-646f
Sat 12 Dec 00:00:01  2020,40.04,63.37,cowpi-646f
Sat 12 Dec 00:30:01  2020,31.46,57.92,cowpi-646f
Sat 12 Dec 01:00:01  2020,39.25,63.18,cowpi-646f
Sat 12 Dec 01:30:01  2020,45.93,57.36,cowpi-646f
Sat 12 Dec 02:00:01  2020,40.17,63.72,cowpi-646f
Sat 12 Dec 02:30:01  2020,,,cowpi-646f
Sat 12 Dec 03:00:01  2020,36.35,62.16,cowpi-646f
Sat 12 Dec 03:30:01  2020,44.76,59.49,cowpi-646f
Sat 12 Dec 04:00:01  2020,45.71,63.04,cowpi-646f
Sat 12 Dec 04:30:01  2020,13.58,64.66,cowpi-646f
Sat 12 Dec 05:00:01  2020,45.68,59.83,cowpi-646f
Sat 12 Dec 05:30:01  2020,36.87,58.27,cowpi-646f
Sat 12 Dec 06:00:01  2020,36.93,63.65,cowpi-646f
Sat 12 Dec 06:30:01  2020,38.72,64.36,cowpi-646f
Sat 12 Dec 07:00:01  2020,44.41,61.73,cowpi-646f
Sat 12 Dec 07:30:01  2020,44.95,59.18,cowpi-646f
Sat 12 Dec 08:00:01  2020,29.17,64.39,cowpi-646f
Sat 12 Dec 08:30:01  2020,22.28,67.16,cowpi-646f
Sat 12 Dec 09:00:01  2020,35.54,60.8,cowpi-646f
Sat 12 Dec 09:30:01  2020,49.15,57.31,cowpi-646f
Sat 12 Dec 10:00:01  2020,36.9,37.99,cowpi-646f
Sat 12 Dec 10:30:01  2020,40.27,63.69,cowpi-646f
Sat 12 Dec 11:00:01  2020,43.09,39.65,cowpi-646f
Sat 12 Dec 11:30:01  2020,33.3,57.83,cowpi-646f
Sat 12 Dec 12:00:02  2020,31.87,58.81,cowpi-646f
Sat 12 Dec 12:30:01  2020,38.69,54.9,cowpi-646f
Sat 12 Dec 13:00:01  2020,20.53,54.45,cowpi-646f
Sat 12 Dec 13:30:01  2020,22.67,48.2,cowpi-646f
Sat 12 Dec 14:00:01  2020,41.09,32.54,cowpi-646f
Sat 12 Dec 14:30:01  2020,7.44,64.97,cowpi-646f
Sat 12 Dec 15:00:01  2020,3.16,65.04,cowpi-646f
Sat 12 Dec 15:30:01  2020,39.18,63.06,cowpi-646f
Sat 12 Dec 16:00:01  2020,19.02,60.87,cowpi-646f
Sat 12 Dec 16:30:01  2020,8.34,60.77,cowpi-646f
Sat 12 Dec 17:00:01  2020,21.64,62.34,cowpi-646f
Sat 12 Dec 17:30:01  2020,,,cowpi-646f
Sat 12 Dec 18:00:01  2020,,,cowpi-646f
Sat 12 Dec 18:30:01  2020,,,cowpi-646f
Sat 12 Dec 19:00:01  2020,,,cowpi-646f
Sat 12 Dec 19:30:01  2020,,,cowpi-646f
Sat 12 Dec 20:00:01  2020,,,cowpi-646f
Sat 12 Dec 20:30:01  2020,,,cowpi-646f
Sat 12 Dec 21:00:01  2020,,,cowpi-646f
Sat 12 Dec 21:30:01  2020,,,cowpi-646f
Sat 12 Dec 22:00:01  2020,,,cowpi-646f
Sat 12 Dec 22:30:01  2020,,,cowpi-646f
Sat 12 Dec 23:00:01  2020,,,cowpi-646f
Sat 12 Dec 23:30:01  2020,,,cowpi-646f
Sun 13 Dec 00:00:01  2020,,,cowpi-646f
Sun 13 Dec 00:30:01  2020,,,cowpi-646f
Sun 13 Dec 01:00:01  2020,,,cowpi-646f
Sun 13 Dec 01:30:01  2020,,,cowpi-646f
Sun 13 Dec 02:00:01  2020,,,cowpi-646f
Sun 13 Dec 02:30:01  2020,,,cowpi-646f
Sun 13 Dec 03:00:01  2020,,,cowpi-646f
Sun 13 Dec 03:30:01  2020,,,cowpi-646f
Sun 13 Dec 04:00:01  2020,,,cowpi-646f
Sun 13 Dec 04:30:01  2020,,,cowpi-646f
Sun 13 Dec 05:00:01  2020,,,cowpi-646f
Sun 13 Dec 05:30:01  2020,,,cowpi-646f
Sun 13 Dec 06:00:01  2020,,,cowpi-646f
Sun 13 Dec 06:30:01  2020,,,cowpi-646f
Sun 13 Dec 07:00:01  2020,,,cowpi-646f
Sun 13 Dec 07:30:01  2020,,,cowpi-646f
Sun 13 Dec 08:00:01  2020,,,cowpi-646f
Sun 13 Dec 08:30:01  2020,,,cowpi-646f
Sun 13 Dec 09:00:01  2020,,,cowpi-646f
Sun 13 Dec 09:30:01  2020,,,cowpi-646f
Sun 13 Dec 10:00:01  2020,,,cowpi-646f
Sun 13 Dec 10:30:01  2020,,,cowpi-646f
Sun 13 Dec 11:00:01  2020,,,cowpi-646f
Sun 13 Dec 11:30:01  2020,,,cowpi-646f
Sun 13 Dec 12:00:01  2020,,,cowpi-646f
Sun 13 Dec 12:30:01  2020,,,cowpi-646f
Sun 13 Dec 13:00:01  2020,,,cowpi-646f
Sun 13 Dec 13:30:01  2020,,,cowpi-646f
Sun 13 Dec 14:00:01  2020,,,cowpi-646f
Sun 13 Dec 14:30:01  2020,,,cowpi-646f
Sun 13 Dec 15:00:02  2020,,,cowpi-646f
Sun 13 Dec 15:30:01  2020,,,cowpi-646f
Sun 13 Dec 16:00:01  2020,,,cowpi-646f
Sun 13 Dec 16:30:01  2020,,,cowpi-646f
Sun 13 Dec 17:00:01  2020,,,cowpi-646f
Sun 13 Dec 17:30:01  2020,,,cowpi-646f
Sun 13 Dec 18:00:01  2020,,,cowpi-646f
Sun 13 Dec 18:30:01  2020,,,cowpi-646f
Sun 13 Dec 19:00:01  2020,,,cowpi-646f
Sun 13 Dec 19:30:01  2020,,,cowpi-646f
Sun 13 Dec 20:00:01  2020,,,cowpi-646f
Sun 13 Dec 20:30:01  2020,,,cowpi-646f
Sun 13 Dec 21:00:01  2020,,,cowpi-646f
Sun 13 Dec 21:30:01  2020,,,cowpi-646f
Sun 13 Dec 22:00:01  2020,,,cowpi-646f
Sun 13 Dec 22:30:01  2020,,,cowpi-646f
Sun 13 Dec 23:00:01  2020,,,cowpi-646f
Sun 13 Dec 23:30:01  2020,,,cowpi-646f
Mon 14 Dec 00:00:01  2020,,,cowpi-646f
Mon 14 Dec 00:30:01  2020,,,cowpi-646f
Mon 14 Dec 01:00:01  2020,,,cowpi-646f
Mon 14 Dec 01:30:01  2020,,,cowpi-646f
Mon 14 Dec 02:00:01  2020,,,cowpi-646f
Mon 14 Dec 02:30:01  2020,,,cowpi-646f
Mon 14 Dec 03:00:01  2020,,,cowpi-646f
Mon 14 Dec 03:30:01  2020,,,cowpi-646f
Mon 14 Dec 04:00:01  2020,,,cowpi-646f
Mon 14 Dec 04:30:01  2020,,,cowpi-646f
Mon 14 Dec 05:00:01  2020,,,cowpi-646f
Mon 14 Dec 05:30:01  2020,,,cowpi-646f
Mon 14 Dec 06:00:02  2020,,,cowpi-646f
Mon 14 Dec 06:30:01  2020,,,cowpi-646f
Mon 14 Dec 07:00:01  2020,,,cowpi-646f
Mon 14 Dec 07:30:01  2020,,,cowpi-646f
Mon 14 Dec 08:00:01  2020,,,cowpi-646f
Mon 14 Dec 08:30:01  2020,,,cowpi-646f
Mon 14 Dec 09:00:01  2020,,,cowpi-646f
Mon 14 Dec 09:30:01  2020,,,cowpi-646f
Mon 14 Dec 10:00:01  2020,,,cowpi-646f
