Date,Download,Upload
Sat  9 Jan 15:30:01 IST 2021,0.53,15.64
Sat  9 Jan 16:00:01 IST 2021,0.67,13.27
Sat  9 Jan 16:30:02 IST 2021,0.51,15.75
Sat  9 Jan 17:00:01 IST 2021,0.62,14.66
Sat  9 Jan 17:30:01 IST 2021,0.66,15.08
Sat  9 Jan 18:00:01 IST 2021,0.73,18.31
Sat  9 Jan 18:30:01 IST 2021,0.61,17.68
Sat  9 Jan 19:00:01 IST 2021,0.65,2.25
Sat  9 Jan 19:30:01 IST 2021,0.68,18.74
Sat  9 Jan 20:00:02 IST 2021,0.55,16.89
Sat  9 Jan 20:30:01 IST 2021,0.59,15.95
Sat  9 Jan 21:00:01 IST 2021,0.57,16.18
Sat  9 Jan 21:30:01 IST 2021,0.65,10.75
Sat  9 Jan 22:00:01 IST 2021,0.8,14.91
Sat  9 Jan 22:30:01 IST 2021,0.67,13.17
Sat  9 Jan 23:00:01 IST 2021,0.68,15.42
Sat  9 Jan 23:30:01 IST 2021,0.66,12.7
Sun 10 Jan 00:00:01 IST 2021,0.72,11.85
Sun 10 Jan 00:30:01 IST 2021,0.64,14.59
Sun 10 Jan 01:00:02 IST 2021,0.66,16.51
Sun 10 Jan 01:30:01 IST 2021,0.44,15.9
Sun 10 Jan 02:00:01 IST 2021,0.66,11.24
Sun 10 Jan 02:30:01 IST 2021,0.57,17.97
Sun 10 Jan 03:00:02 IST 2021,0.55,18.42
Sun 10 Jan 03:30:01 IST 2021,0.53,7.11
Sun 10 Jan 04:00:02 IST 2021,0.74,13.44
Sun 10 Jan 04:30:01 IST 2021,0.46,13.7
Sun 10 Jan 05:00:01 IST 2021,0.43,17.11
Sun 10 Jan 05:30:02 IST 2021,0.42,18.01
Sun 10 Jan 06:00:01 IST 2021,0.54,16.81
Sun 10 Jan 06:30:01 IST 2021,0.73,13.04
Sun 10 Jan 07:00:01 IST 2021,0.7,12.83
Sun 10 Jan 07:30:01 IST 2021,0.66,18.11
Sun 10 Jan 08:00:01 IST 2021,0.51,5.81
Sun 10 Jan 08:30:01 IST 2021,0.37,17.94
Sun 10 Jan 09:00:01 IST 2021,0.47,16.18
Sun 10 Jan 09:30:01 IST 2021,0.51,17.65
Sun 10 Jan 10:00:01 IST 2021,0.69,14.61
Sun 10 Jan 10:30:01 IST 2021,0.72,19.22
Sun 10 Jan 11:00:01 IST 2021,0.41,16.03
Sun 10 Jan 11:30:01 IST 2021,0.42,16.55
Sun 10 Jan 12:00:02 IST 2021,0.53,14.85
Sun 10 Jan 12:30:01 IST 2021,0.38,15.84
Sun 10 Jan 13:00:01 IST 2021,0.55,16.44
Sun 10 Jan 13:30:01 IST 2021,0.65,14.26
Sun 10 Jan 14:00:01 IST 2021,0.66,15.26
Sun 10 Jan 14:30:01 IST 2021,0.49,15.79
Sun 10 Jan 15:00:01 IST 2021,0.43,16.04
Sun 10 Jan 15:30:01 IST 2021,0.29,15.19
Sun 10 Jan 16:00:01 IST 2021,0.57,16.97
Sun 10 Jan 16:30:01 IST 2021,0.6,15.31
Sun 10 Jan 17:00:01 IST 2021,0.47,15.54
Sun 10 Jan 17:30:01 IST 2021,0.5,15.86
Sun 10 Jan 18:00:01 IST 2021,0.62,13.98
Sun 10 Jan 18:30:01 IST 2021,0.66,14.05
Sun 10 Jan 19:00:01 IST 2021,,
Sun 10 Jan 19:30:01 IST 2021,,
Sun 10 Jan 20:00:01 IST 2021,0.73,18.1
Sun 10 Jan 20:30:01 IST 2021,0.72,18.45
Sun 10 Jan 21:00:01 IST 2021,0.61,17.37
Sun 10 Jan 21:30:01 IST 2021,,
Sun 10 Jan 22:00:01 IST 2021,0.66,16.39
Sun 10 Jan 22:30:01 IST 2021,0.65,15.57
Sun 10 Jan 23:00:01 IST 2021,0.52,16.97
Sun 10 Jan 23:30:01 IST 2021,0.6,17.11
Mon 11 Jan 00:00:01 IST 2021,0.59,18.59
Mon 11 Jan 00:30:01 IST 2021,0.72,16.73
Mon 11 Jan 01:00:01 IST 2021,0.51,18.99
Mon 11 Jan 01:30:01 IST 2021,0.6,17.16
Mon 11 Jan 02:00:01 IST 2021,0.55,16.82
Mon 11 Jan 02:30:02 IST 2021,0.64,15.63
Mon 11 Jan 03:00:01 IST 2021,0.51,17.63
Mon 11 Jan 03:30:01 IST 2021,0.45,17.49
Mon 11 Jan 04:00:01 IST 2021,0.52,17.33
Mon 11 Jan 04:30:01 IST 2021,0.53,16.4
Mon 11 Jan 05:00:01 IST 2021,0.64,18.83
Mon 11 Jan 05:30:02 IST 2021,0.56,14.31
Mon 11 Jan 06:00:01 IST 2021,0.66,15.16
Mon 11 Jan 06:30:01 IST 2021,0.69,13.77
Mon 11 Jan 07:00:01 IST 2021,0.64,17.99
Mon 11 Jan 07:30:01 IST 2021,0.52,18.47
Mon 11 Jan 08:00:01 IST 2021,0.54,6.29
Mon 11 Jan 08:30:02 IST 2021,0.53,16.87
Mon 11 Jan 09:00:01 IST 2021,0.5,16.73
Mon 11 Jan 09:30:01 IST 2021,0.49,18.27
Mon 11 Jan 10:00:01 IST 2021,0.58,17.34
Mon 11 Jan 10:30:01 IST 2021,0.49,16.57
Mon 11 Jan 11:00:01 IST 2021,0.45,15.27
Mon 11 Jan 11:30:01 IST 2021,0.55,15.51
Mon 11 Jan 12:00:01 IST 2021,0.36,14.56
Mon 11 Jan 12:30:01 IST 2021,0.52,15.26
Mon 11 Jan 13:00:01 IST 2021,0.69,9.09
Mon 11 Jan 13:30:01 IST 2021,0.36,13.53
Mon 11 Jan 14:00:01 IST 2021,0.55,15.14
Mon 11 Jan 14:30:01 IST 2021,0.39,3.29
Mon 11 Jan 15:00:01 IST 2021,0.58,16.68
Mon 11 Jan 15:30:01 IST 2021,0.56,7.85
Mon 11 Jan 16:00:01 IST 2021,0.48,16.51
Mon 11 Jan 16:30:01 IST 2021,0.72,14.5
Mon 11 Jan 17:00:01 IST 2021,0.53,17.14
Mon 11 Jan 17:30:01 IST 2021,0.5,13.3
Mon 11 Jan 18:00:01 IST 2021,0.17,4.6
Mon 11 Jan 18:30:01 IST 2021,0.45,11.51
Mon 11 Jan 19:00:01 IST 2021,0.79,14.82
Mon 11 Jan 19:30:01 IST 2021,0.64,13.74
Mon 11 Jan 20:00:02 IST 2021,0.62,14.31
Mon 11 Jan 20:30:01 IST 2021,0.66,7.6
Mon 11 Jan 21:00:01 IST 2021,0.6,8.95
Mon 11 Jan 21:30:01 IST 2021,0.54,15.42
Mon 11 Jan 22:00:01 IST 2021,0.63,9.32
Mon 11 Jan 22:30:01 IST 2021,0.61,11.23
Mon 11 Jan 23:00:01 IST 2021,0.57,16.85
Mon 11 Jan 23:30:01 IST 2021,0.64,15.94
Tue 12 Jan 00:00:01 IST 2021,0.67,15.22
Tue 12 Jan 00:30:01 IST 2021,0.57,15.93
Tue 12 Jan 01:00:01 IST 2021,0.46,17.78
Tue 12 Jan 01:30:01 IST 2021,0.68,14.66
Tue 12 Jan 02:00:01 IST 2021,0.44,17.85
Tue 12 Jan 02:30:01 IST 2021,0.62,16.58
Tue 12 Jan 03:00:01 IST 2021,0.53,15.96
Tue 12 Jan 03:30:01 IST 2021,0.62,15.47
Tue 12 Jan 04:00:01 IST 2021,0.68,15.65
Tue 12 Jan 04:30:01 IST 2021,0.6,16.31
Tue 12 Jan 05:00:01 IST 2021,0.51,18.05
Tue 12 Jan 05:30:02 IST 2021,0.51,18.37
Tue 12 Jan 06:00:01 IST 2021,0.56,17.89
Tue 12 Jan 06:30:01 IST 2021,0.4,17.77
Tue 12 Jan 07:00:01 IST 2021,0.53,18.53
Tue 12 Jan 07:30:01 IST 2021,0.43,17.41
Tue 12 Jan 08:00:01 IST 2021,0.68,7.83
Tue 12 Jan 08:30:01 IST 2021,0.59,15.31
Tue 12 Jan 09:00:01 IST 2021,0.52,17.7
Tue 12 Jan 09:30:01 IST 2021,0.59,14.71
Tue 12 Jan 10:00:01 IST 2021,0.54,15.65
Tue 12 Jan 10:30:01 IST 2021,0.55,14.69
Tue 12 Jan 11:00:01 IST 2021,0.5,18.59
Tue 12 Jan 11:30:01 IST 2021,0.56,14.71
Tue 12 Jan 12:00:01 IST 2021,0.55,18.68
Tue 12 Jan 12:30:01 IST 2021,0.52,18.05
Tue 12 Jan 13:00:01 IST 2021,0.4,15.55
Tue 12 Jan 13:30:01 IST 2021,0.48,16.09
Tue 12 Jan 14:00:01 IST 2021,0.51,15.46
Tue 12 Jan 14:30:01 IST 2021,0.53,14.65
Tue 12 Jan 15:00:01 IST 2021,0.52,8.95
Tue 12 Jan 15:30:01 IST 2021,0.54,12.08
Tue 12 Jan 16:00:01 IST 2021,0.55,15.44
Tue 12 Jan 16:30:01 IST 2021,0.37,13.91
Tue 12 Jan 17:00:01 IST 2021,0.52,15.79
Tue 12 Jan 17:30:01 IST 2021,0.42,15.84
Tue 12 Jan 18:00:01 IST 2021,0.52,14.79
Tue 12 Jan 18:30:01 IST 2021,0.5,17.19
Tue 12 Jan 19:00:01 IST 2021,0.52,5.42
Tue 12 Jan 19:30:01 IST 2021,0.52,16.44
Tue 12 Jan 20:00:01 IST 2021,0.48,15.1
Tue 12 Jan 20:30:01 IST 2021,0.44,13.29
Tue 12 Jan 21:00:01 IST 2021,0.47,16.58
Tue 12 Jan 21:30:01 IST 2021,0.69,15.28
Tue 12 Jan 22:00:01 IST 2021,0.55,14.44
Tue 12 Jan 22:30:01 IST 2021,0.45,13.1
Tue 12 Jan 23:00:01 IST 2021,0.6,14.91
Tue 12 Jan 23:30:01 IST 2021,0.41,16.29
Wed 13 Jan 00:00:01 IST 2021,0.6,16.6
Wed 13 Jan 00:30:01 IST 2021,0.47,17.62
Wed 13 Jan 01:00:01 IST 2021,0.49,16.69
Wed 13 Jan 01:30:01 IST 2021,0.63,16.41
Wed 13 Jan 02:00:01 IST 2021,0.64,18.01
Wed 13 Jan 02:30:01 IST 2021,0.66,14.54
Wed 13 Jan 03:00:01 IST 2021,0.53,18.22
Wed 13 Jan 03:30:01 IST 2021,0.54,17.83
Wed 13 Jan 04:00:01 IST 2021,0.61,17.16
Wed 13 Jan 04:30:01 IST 2021,0.48,17.1
Wed 13 Jan 05:00:01 IST 2021,0.5,16.87
Wed 13 Jan 05:30:01 IST 2021,0.46,15.82
Wed 13 Jan 06:00:01 IST 2021,0.62,16.81
Wed 13 Jan 06:30:01 IST 2021,0.44,19.89
Wed 13 Jan 07:00:01 IST 2021,0.41,18.45
Wed 13 Jan 07:30:01 IST 2021,0.61,15.78
Wed 13 Jan 08:00:01 IST 2021,0.67,6.31
Wed 13 Jan 08:30:01 IST 2021,0.44,17.81
Wed 13 Jan 09:00:01 IST 2021,0.63,16.08
Wed 13 Jan 09:30:01 IST 2021,0.7,16.29
Wed 13 Jan 10:00:01 IST 2021,0.47,15.03
Wed 13 Jan 10:30:01 IST 2021,0.45,13.64
Wed 13 Jan 11:00:01 IST 2021,0.56,16.34
Wed 13 Jan 11:30:01 IST 2021,0.61,15.5
Wed 13 Jan 12:00:01 IST 2021,0.42,15.74
Wed 13 Jan 12:30:01 IST 2021,0.49,18.2
Wed 13 Jan 13:00:01 IST 2021,0.44,16.73
Wed 13 Jan 13:30:01 IST 2021,0.42,16.65
Wed 13 Jan 14:00:01 IST 2021,0.6,15.63
Wed 13 Jan 14:30:01 IST 2021,0.62,14.35
Wed 13 Jan 15:00:01 IST 2021,0.55,14.13
Wed 13 Jan 15:30:01 IST 2021,0.48,12.28
Wed 13 Jan 16:00:01 IST 2021,0.51,16.01
Wed 13 Jan 16:30:01 IST 2021,0.45,17.01
Wed 13 Jan 17:00:01 IST 2021,0.5,18.16
Wed 13 Jan 17:30:01 IST 2021,0.56,17.19
Wed 13 Jan 18:00:01 IST 2021,0.44,16.09
Wed 13 Jan 18:30:01 IST 2021,0.54,16.75
Wed 13 Jan 19:00:01 IST 2021,0.57,17.12
Wed 13 Jan 19:30:02 IST 2021,0.55,15
Wed 13 Jan 20:00:01 IST 2021,0.48,16.98
Wed 13 Jan 20:30:01 IST 2021,0.55,14.47
Wed 13 Jan 21:00:01 IST 2021,0.49,17.39
Wed 13 Jan 21:30:01 IST 2021,0.43,16.65
Wed 13 Jan 22:00:01 IST 2021,0.5,16.21
Wed 13 Jan 22:30:01 IST 2021,0.6,12.52
Wed 13 Jan 23:00:01 IST 2021,0.62,17.3
Wed 13 Jan 23:30:01 IST 2021,0.52,17.02
Thu 14 Jan 00:00:01 IST 2021,0.6,14.83
Thu 14 Jan 00:30:01 IST 2021,0.52,16.5
Thu 14 Jan 01:00:01 IST 2021,0.5,16.7
Thu 14 Jan 01:30:01 IST 2021,0.54,16.25
Thu 14 Jan 02:00:01 IST 2021,0.53,18.99
Thu 14 Jan 02:30:01 IST 2021,0.5,17.39
Thu 14 Jan 03:00:01 IST 2021,0.43,16.06
Thu 14 Jan 03:30:01 IST 2021,0.48,18.18
Thu 14 Jan 04:00:01 IST 2021,0.49,16.32
Thu 14 Jan 04:30:01 IST 2021,0.47,15.88
Thu 14 Jan 05:00:01 IST 2021,0.53,17.96
Thu 14 Jan 05:30:01 IST 2021,0.5,18.45
Thu 14 Jan 06:00:01 IST 2021,0.57,15.98
Thu 14 Jan 06:30:01 IST 2021,0.42,18.64
Thu 14 Jan 07:00:01 IST 2021,0.68,15.2
Thu 14 Jan 07:30:01 IST 2021,0.5,16.73
Thu 14 Jan 08:00:01 IST 2021,0.68,8
Thu 14 Jan 08:30:01 IST 2021,0.62,15.85
Thu 14 Jan 09:00:01 IST 2021,0.6,16.37
Thu 14 Jan 09:30:01 IST 2021,0.58,18.89
Thu 14 Jan 10:00:01 IST 2021,0.56,17.91
Thu 14 Jan 10:30:01 IST 2021,0.59,14.28
Thu 14 Jan 11:00:01 IST 2021,0.57,16.18
Thu 14 Jan 11:30:01 IST 2021,0.62,15.55
Thu 14 Jan 12:00:01 IST 2021,0.48,19.07
Thu 14 Jan 12:30:01 IST 2021,0.48,17.05
Thu 14 Jan 13:00:01 IST 2021,0.69,15.7
Thu 14 Jan 13:30:01 IST 2021,0.51,13.28
Thu 14 Jan 14:00:01 IST 2021,0.52,13.1
Thu 14 Jan 14:30:01 IST 2021,0.48,15.76
Thu 14 Jan 15:00:01 IST 2021,0.52,15.57
Thu 14 Jan 15:30:01 IST 2021,0.52,15.1
Thu 14 Jan 16:00:01 IST 2021,0.56,15.68
Thu 14 Jan 16:30:01 IST 2021,0.51,0
Thu 14 Jan 17:00:01 IST 2021,0.51,16.55
Thu 14 Jan 17:30:01 IST 2021,0.44,17.74
Thu 14 Jan 18:00:01 IST 2021,0.45,17.75
Thu 14 Jan 18:30:01 IST 2021,0.49,18.21
Thu 14 Jan 19:00:01 IST 2021,0.47,18.05
Thu 14 Jan 19:30:01 IST 2021,0.45,18.25
Thu 14 Jan 20:00:01 IST 2021,0.5,17.51
Thu 14 Jan 20:30:01 IST 2021,0.59,16.28
Thu 14 Jan 21:00:01 IST 2021,0.44,17.88
Thu 14 Jan 21:30:01 IST 2021,0.56,16.86
Thu 14 Jan 22:00:01 IST 2021,0.52,17.19
Thu 14 Jan 22:30:01 IST 2021,0.51,17.44
Thu 14 Jan 23:00:01 IST 2021,0.65,17.68
Thu 14 Jan 23:30:01 IST 2021,0.52,18.79
Fri 15 Jan 00:00:01 IST 2021,0.59,18.27
Fri 15 Jan 00:30:01 IST 2021,0.51,18.52
Fri 15 Jan 01:00:01 IST 2021,0.57,18.5
Fri 15 Jan 01:30:01 IST 2021,0.53,18.15
Fri 15 Jan 02:00:01 IST 2021,0.58,18.47
Fri 15 Jan 02:30:01 IST 2021,0.84,18.12
Fri 15 Jan 03:00:01 IST 2021,0.51,17.07
Fri 15 Jan 03:30:01 IST 2021,0.53,17.98
Fri 15 Jan 04:00:01 IST 2021,0.61,18.63
Fri 15 Jan 04:30:01 IST 2021,0.52,18.96
Fri 15 Jan 05:00:01 IST 2021,0.62,10.61
Fri 15 Jan 05:30:01 IST 2021,0.59,17.74
Fri 15 Jan 06:00:01 IST 2021,0.6,17.29
Fri 15 Jan 06:30:01 IST 2021,0.52,16.45
Fri 15 Jan 07:00:01 IST 2021,0.51,17.72
Fri 15 Jan 07:30:01 IST 2021,0.43,12.94
Fri 15 Jan 08:00:01 IST 2021,0.46,16.32
Fri 15 Jan 08:30:01 IST 2021,0.55,17.81
Fri 15 Jan 09:00:01 IST 2021,0.51,18.34
Fri 15 Jan 09:30:01 IST 2021,0.51,17.5
Fri 15 Jan 10:00:02 IST 2021,0.52,17.62
Fri 15 Jan 10:30:01 IST 2021,0.59,18.94
Fri 15 Jan 11:00:01 IST 2021,0.77,17.21
Fri 15 Jan 11:30:01 IST 2021,0.5,17.16
Fri 15 Jan 12:00:01 IST 2021,0.63,12.29
Fri 15 Jan 12:30:01 IST 2021,0.5,8.4
Fri 15 Jan 13:00:01 IST 2021,0.58,8.9
Fri 15 Jan 13:30:01 IST 2021,0.47,12.17
Fri 15 Jan 14:00:01 IST 2021,0.49,17.2
Fri 15 Jan 14:30:01 IST 2021,0.52,16.09
Fri 15 Jan 15:00:01 IST 2021,0.51,16.5
Fri 15 Jan 15:30:01 IST 2021,0.53,15.42
Fri 15 Jan 16:00:01 IST 2021,0.5,9.61
Fri 15 Jan 16:30:01 IST 2021,0.49,15.73
Fri 15 Jan 17:00:01 IST 2021,0.68,18.37
Fri 15 Jan 17:30:01 IST 2021,0.68,18.6
Fri 15 Jan 18:00:01 IST 2021,0.74,14.82
Fri 15 Jan 18:30:01 IST 2021,0.51,17.75
Fri 15 Jan 19:00:01 IST 2021,0.54,18.13
Fri 15 Jan 19:30:01 IST 2021,0.56,9.15
Fri 15 Jan 20:00:01 IST 2021,0.68,17.24
Fri 15 Jan 20:30:01 IST 2021,0.66,17.91
Fri 15 Jan 21:00:01 IST 2021,0.5,16.28
Fri 15 Jan 21:30:01 IST 2021,0.61,19.06
Fri 15 Jan 22:00:01 IST 2021,0.57,16.42
Fri 15 Jan 22:30:01 IST 2021,0.58,17.22
Fri 15 Jan 23:00:01 IST 2021,0.56,17.35
Fri 15 Jan 23:30:01 IST 2021,0.54,15.09
Sat 16 Jan 00:00:01 IST 2021,0.6,18.18
Sat 16 Jan 00:30:01 IST 2021,0.56,18.27
Sat 16 Jan 01:00:01 IST 2021,0.53,18.08
Sat 16 Jan 01:30:01 IST 2021,0.51,17.37
Sat 16 Jan 02:00:01 IST 2021,0.49,17.62
Sat 16 Jan 02:30:01 IST 2021,0.54,17.15
Sat 16 Jan 03:00:01 IST 2021,0.63,17.93
Sat 16 Jan 03:30:01 IST 2021,0.55,16.83
Sat 16 Jan 04:00:01 IST 2021,0.48,18.88
Sat 16 Jan 04:30:01 IST 2021,0.52,18.32
Sat 16 Jan 05:00:01 IST 2021,0.51,15.85
Sat 16 Jan 05:30:01 IST 2021,0.55,14.77
Sat 16 Jan 06:00:01 IST 2021,0.67,17.32
Sat 16 Jan 06:30:02 IST 2021,0.85,17.41
Sat 16 Jan 07:00:01 IST 2021,0.72,13.11
Sat 16 Jan 07:30:01 IST 2021,0.59,18.27
Sat 16 Jan 08:00:01 IST 2021,0.52,17.6
Sat 16 Jan 08:30:01 IST 2021,0.52,17.39
Sat 16 Jan 09:00:01 IST 2021,0.59,16.45
Sat 16 Jan 09:30:01 IST 2021,0.58,11.97
Sat 16 Jan 10:00:01 IST 2021,0.49,16.81
Sat 16 Jan 10:30:02 IST 2021,0.65,18.21
Sat 16 Jan 11:00:01 IST 2021,0.71,15.84
Sat 16 Jan 11:30:01 IST 2021,0.59,17.81
Sat 16 Jan 12:00:01 IST 2021,0.5,16.38
Sat 16 Jan 12:30:01 IST 2021,0.62,16.98
Sat 16 Jan 13:00:01 IST 2021,0.54,9.33
Sat 16 Jan 13:30:01 IST 2021,0.5,15.25
Sat 16 Jan 14:00:01 IST 2021,0.56,16.47
Sat 16 Jan 14:30:01 IST 2021,0.53,16.84
Sat 16 Jan 15:00:01 IST 2021,0.46,11.17
Sat 16 Jan 15:30:01 IST 2021,0.51,7.8
Sat 16 Jan 16:00:01 IST 2021,0.6,17.43
Sat 16 Jan 16:30:01 IST 2021,0.59,12.92
Sat 16 Jan 17:00:01 IST 2021,0.54,17.23
Sat 16 Jan 17:30:01 IST 2021,0.62,15.81
Sat 16 Jan 18:00:01 IST 2021,0.7,17.58
Sat 16 Jan 18:30:01 IST 2021,0.69,17.97
Sat 16 Jan 19:00:01 IST 2021,0.62,18.17
Sat 16 Jan 19:30:01 IST 2021,0.58,13.75
Sat 16 Jan 20:00:01 IST 2021,0.66,17.4
Sat 16 Jan 20:30:01 IST 2021,0.67,16.24
Sat 16 Jan 21:00:01 IST 2021,0.77,16.33
Sat 16 Jan 21:30:01 IST 2021,0.62,15.57
Sat 16 Jan 22:00:02 IST 2021,0.71,15.63
Sat 16 Jan 22:30:01 IST 2021,0.77,16.43
Sat 16 Jan 23:00:01 IST 2021,0.56,17.07
Sat 16 Jan 23:30:01 IST 2021,0.77,9.75
Sun 17 Jan 00:00:01 IST 2021,0.64,14.15
Sun 17 Jan 00:30:01 IST 2021,0.49,16.47
Sun 17 Jan 01:00:01 IST 2021,0.61,15.47
Sun 17 Jan 01:30:01 IST 2021,0.59,14.07
Sun 17 Jan 02:00:01 IST 2021,0.57,16.26
Sun 17 Jan 02:30:01 IST 2021,0.57,17.23
Sun 17 Jan 03:00:01 IST 2021,0.7,18.02
Sun 17 Jan 03:30:01 IST 2021,0.58,17.15
Sun 17 Jan 04:00:01 IST 2021,0.72,17.2
Sun 17 Jan 04:30:01 IST 2021,0.73,17.59
Sun 17 Jan 05:00:01 IST 2021,0.63,17.25
Sun 17 Jan 05:30:01 IST 2021,0.75,16.28
Sun 17 Jan 06:00:01 IST 2021,0.8,16.72
Sun 17 Jan 06:30:01 IST 2021,0.61,18.84
Sun 17 Jan 07:00:01 IST 2021,0.76,16.63
Sun 17 Jan 07:30:01 IST 2021,0.68,17.04
Sun 17 Jan 08:00:01 IST 2021,0.74,16.9
Sun 17 Jan 08:30:01 IST 2021,0.71,14.89
Sun 17 Jan 09:00:01 IST 2021,0.49,17.2
Sun 17 Jan 09:30:01 IST 2021,0.6,16.01
Sun 17 Jan 10:00:01 IST 2021,0.81,16.62
Sun 17 Jan 10:30:01 IST 2021,0.71,12.38
Sun 17 Jan 11:00:01 IST 2021,0.78,16.23
Sun 17 Jan 11:30:01 IST 2021,0.44,17.66
Sun 17 Jan 12:00:01 IST 2021,0.71,14.79
Sun 17 Jan 12:30:01 IST 2021,0.63,17.44
Sun 17 Jan 13:00:01 IST 2021,0.63,16.66
Sun 17 Jan 13:30:01 IST 2021,0.62,15.99
Sun 17 Jan 14:00:01 IST 2021,0.49,16.3
Sun 17 Jan 14:30:01 IST 2021,0.71,17.61
Sun 17 Jan 15:00:01 IST 2021,0.65,11.11
Sun 17 Jan 15:30:01 IST 2021,0.73,8.26
Sun 17 Jan 16:00:01 IST 2021,0.77,13.39
Sun 17 Jan 16:30:01 IST 2021,0.73,8.52
Sun 17 Jan 17:00:01 IST 2021,0.73,15.53
Sun 17 Jan 17:30:01 IST 2021,0.74,12.9
Sun 17 Jan 18:00:01 IST 2021,0.72,16.48
Sun 17 Jan 18:30:01 IST 2021,0.73,16.06
Sun 17 Jan 19:00:01 IST 2021,0.65,14.51
Sun 17 Jan 19:30:01 IST 2021,0.74,15.47
Sun 17 Jan 20:00:01 IST 2021,0.68,15.93
Sun 17 Jan 20:30:01 IST 2021,0.53,14.75
Sun 17 Jan 21:00:01 IST 2021,0.77,16
Sun 17 Jan 21:30:01 IST 2021,0.65,13.86
Sun 17 Jan 22:00:01 IST 2021,0.7,14.87
Sun 17 Jan 22:30:01 IST 2021,0.72,14.47
Sun 17 Jan 23:00:01 IST 2021,0.75,13.26
Sun 17 Jan 23:30:01 IST 2021,0.75,14.5
Mon 18 Jan 00:00:01 IST 2021,0.73,14.79
Mon 18 Jan 00:30:01 IST 2021,0.81,16.47
Mon 18 Jan 01:00:01 IST 2021,0.68,18.34
Mon 18 Jan 01:30:01 IST 2021,0.77,17.64
Mon 18 Jan 02:00:01 IST 2021,0.76,16.74
Mon 18 Jan 02:30:01 IST 2021,0.61,18.07
Mon 18 Jan 03:00:01 IST 2021,0.67,18.12
Mon 18 Jan 03:30:01 IST 2021,0.86,14.95
Mon 18 Jan 04:00:01 IST 2021,0.78,17.23
Mon 18 Jan 04:30:01 IST 2021,0.65,18.68
Mon 18 Jan 05:00:01 IST 2021,0.77,15.95
Mon 18 Jan 05:30:01 IST 2021,0.77,14.46
Mon 18 Jan 06:00:01 IST 2021,0.67,17.97
Mon 18 Jan 06:30:01 IST 2021,0.51,17.73
Mon 18 Jan 07:00:01 IST 2021,0.7,19.4
Mon 18 Jan 07:30:01 IST 2021,0.69,16.85
Mon 18 Jan 08:00:01 IST 2021,0.71,15.48
Mon 18 Jan 08:30:01 IST 2021,0.56,16.79
Mon 18 Jan 09:00:01 IST 2021,0.7,17.72
Mon 18 Jan 09:30:01 IST 2021,0.75,14.62
Mon 18 Jan 10:00:01 IST 2021,0.82,11.47
Mon 18 Jan 10:30:01 IST 2021,0.75,13.38
Mon 18 Jan 11:00:01 IST 2021,0.79,14.02
Mon 18 Jan 11:30:01 IST 2021,0.75,15.97
Mon 18 Jan 12:00:01 IST 2021,0.76,14.62
Mon 18 Jan 12:30:01 IST 2021,0.65,15.01
Mon 18 Jan 13:00:01 IST 2021,0.7,19.06
Mon 18 Jan 13:30:01 IST 2021,0.75,15.58
Mon 18 Jan 14:00:01 IST 2021,0.86,10.71
Mon 18 Jan 14:30:01 IST 2021,0.81,14.92
Mon 18 Jan 15:00:01 IST 2021,0.63,17.89
Mon 18 Jan 15:30:01 IST 2021,0.76,14.46
Mon 18 Jan 16:00:01 IST 2021,0.69,16.31
Mon 18 Jan 16:30:02 IST 2021,0.53,15.06
Mon 18 Jan 17:00:01 IST 2021,0.69,14.09
Mon 18 Jan 17:30:01 IST 2021,0.5,15.65
Mon 18 Jan 18:00:01 IST 2021,0.69,14.37
Mon 18 Jan 18:30:01 IST 2021,0.73,12.7
Mon 18 Jan 19:00:01 IST 2021,0.83,14.92
Mon 18 Jan 19:30:01 IST 2021,0.64,15.38
Mon 18 Jan 20:00:01 IST 2021,0.66,14.3
Mon 18 Jan 20:30:01 IST 2021,0.61,14.98
Mon 18 Jan 21:00:01 IST 2021,0.78,15.66
Mon 18 Jan 21:30:01 IST 2021,0.69,14.17
Mon 18 Jan 22:00:01 IST 2021,0.63,12.09
Mon 18 Jan 22:30:01 IST 2021,0.68,14.6
Mon 18 Jan 23:00:01 IST 2021,0.53,17.1
Mon 18 Jan 23:30:01 IST 2021,0.67,15.44
Tue 19 Jan 00:00:01 IST 2021,0.49,15.77
Tue 19 Jan 00:30:01 IST 2021,0.6,15.6
Tue 19 Jan 01:00:01 IST 2021,0.62,16.25
Tue 19 Jan 01:30:01 IST 2021,0.48,18.33
Tue 19 Jan 02:00:01 IST 2021,0.62,16.52
Tue 19 Jan 02:30:01 IST 2021,0.52,18.49
Tue 19 Jan 03:00:01 IST 2021,0.7,14.43
Tue 19 Jan 03:30:01 IST 2021,0.68,15.96
Tue 19 Jan 04:00:01 IST 2021,0.77,7
Tue 19 Jan 04:30:01 IST 2021,0.53,17
Tue 19 Jan 05:00:01 IST 2021,0.75,14.45
Tue 19 Jan 05:30:01 IST 2021,0.66,15.37
Tue 19 Jan 06:00:01 IST 2021,0.51,18.78
Tue 19 Jan 06:30:01 IST 2021,0.62,14.39
Tue 19 Jan 07:00:01 IST 2021,0.54,18.02
Tue 19 Jan 07:30:01 IST 2021,0.55,18.19
Tue 19 Jan 08:00:01 IST 2021,0.64,15.15
Tue 19 Jan 08:30:01 IST 2021,0.58,16.28
