Date,Download,Upload
Mon 21 Dec 02:30:01 IST 2020,0.65,11.62
Mon 21 Dec 03:00:01 IST 2020,0.68,18.4
Mon 21 Dec 03:30:01 IST 2020,0.77,18.16
Mon 21 Dec 04:00:01 IST 2020,0.75,19
Mon 21 Dec 04:30:01 IST 2020,0.76,17.92
Mon 21 Dec 05:00:01 IST 2020,0.76,18.31
Mon 21 Dec 05:30:01 IST 2020,0.64,17.76
Mon 21 Dec 06:00:01 IST 2020,0.52,17.98
Mon 21 Dec 06:30:01 IST 2020,0.77,14.29
Mon 21 Dec 07:00:01 IST 2020,0.67,16.57
Mon 21 Dec 07:30:01 IST 2020,0.75,10.48
Mon 21 Dec 08:00:01 IST 2020,0.75,17.25
Mon 21 Dec 08:30:01 IST 2020,0.69,18.01
Mon 21 Dec 09:00:01 IST 2020,0.77,17.62
Mon 21 Dec 09:30:01 IST 2020,0.76,17.39
Mon 21 Dec 10:00:01 IST 2020,0.79,15.14
Mon 21 Dec 10:30:01 IST 2020,0.65,18.77
Mon 21 Dec 11:00:01 IST 2020,0.7,18.33
Mon 21 Dec 11:30:01 IST 2020,0.68,16.53
Mon 21 Dec 12:00:01 IST 2020,0.66,17.43
Mon 21 Dec 12:30:01 IST 2020,0.75,16.85
Mon 21 Dec 13:00:01 IST 2020,0.72,17.23
Mon 21 Dec 13:30:01 IST 2020,0.64,16.89
Mon 21 Dec 14:00:01 IST 2020,0.67,17.2
Mon 21 Dec 14:30:01 IST 2020,0.67,17.87
Mon 21 Dec 15:00:02 IST 2020,0.71,15.51
Mon 21 Dec 15:30:01 IST 2020,0.77,13.85
Mon 21 Dec 16:00:01 IST 2020,0.75,14.46
Mon 21 Dec 16:30:01 IST 2020,0.75,16.88
Mon 21 Dec 17:00:01 IST 2020,0.76,5.65
Mon 21 Dec 17:30:01 IST 2020,0.63,9.74
Mon 21 Dec 18:00:01 IST 2020,0.74,16.49
Mon 21 Dec 18:30:01 IST 2020,,
Mon 21 Dec 19:00:01 IST 2020,0.77,17.59
Mon 21 Dec 19:30:01 IST 2020,0.71,16.51
Mon 21 Dec 20:00:01 IST 2020,0.69,16.99
Mon 21 Dec 20:30:01 IST 2020,0.63,15.68
Mon 21 Dec 21:00:01 IST 2020,0.66,13.99
Mon 21 Dec 21:30:01 IST 2020,0.65,16.6
Mon 21 Dec 22:00:01 IST 2020,0.66,17.07
Mon 21 Dec 22:30:01 IST 2020,0.75,16.17
Mon 21 Dec 23:00:02 IST 2020,0.71,10.96
Mon 21 Dec 23:30:01 IST 2020,0.46,16.78
Tue 22 Dec 00:00:01 IST 2020,0.51,18.86
Tue 22 Dec 00:30:01 IST 2020,0.75,14.62
Tue 22 Dec 01:00:01 IST 2020,0.77,15.85
Tue 22 Dec 01:30:01 IST 2020,,
Tue 22 Dec 02:00:01 IST 2020,0.72,19.94
Tue 22 Dec 02:30:01 IST 2020,0.74,18.33
Tue 22 Dec 03:00:01 IST 2020,0.75,16.47
Tue 22 Dec 03:30:01 IST 2020,0.78,16.39
Tue 22 Dec 04:00:01 IST 2020,0.73,16.91
Tue 22 Dec 04:30:01 IST 2020,0.73,18.7
Tue 22 Dec 05:00:01 IST 2020,0.78,18
Tue 22 Dec 05:30:01 IST 2020,0.79,17.59
Tue 22 Dec 06:00:01 IST 2020,0.72,17.64
Tue 22 Dec 06:30:01 IST 2020,0.69,16.22
Tue 22 Dec 07:00:01 IST 2020,0.76,18.55
Tue 22 Dec 07:30:01 IST 2020,0.71,13.57
Tue 22 Dec 08:00:01 IST 2020,0.87,4.09
Tue 22 Dec 08:30:01 IST 2020,0.68,18.24
Tue 22 Dec 09:00:01 IST 2020,0.75,12.13
Tue 22 Dec 09:30:01 IST 2020,0.75,14.95
Tue 22 Dec 10:00:01 IST 2020,0.75,16.64
Tue 22 Dec 10:30:01 IST 2020,0.74,13.07
Tue 22 Dec 11:00:01 IST 2020,0.57,16.32
Tue 22 Dec 11:30:01 IST 2020,0.71,13.66
Tue 22 Dec 12:00:01 IST 2020,0.54,11.84
Tue 22 Dec 12:30:01 IST 2020,0.55,12.12
Tue 22 Dec 13:00:01 IST 2020,0.63,15.85
Tue 22 Dec 13:30:01 IST 2020,0.68,15.27
Tue 22 Dec 14:00:01 IST 2020,0.76,13.95
Tue 22 Dec 14:30:01 IST 2020,0.75,12.84
Tue 22 Dec 15:00:01 IST 2020,0.79,5.89
Tue 22 Dec 15:30:02 IST 2020,0.54,12.42
Tue 22 Dec 16:00:01 IST 2020,0.67,13.1
Tue 22 Dec 16:30:01 IST 2020,0.72,17.55
Tue 22 Dec 17:00:01 IST 2020,0.62,9.36
Tue 22 Dec 17:30:01 IST 2020,0.5,14
Tue 22 Dec 18:00:01 IST 2020,0.69,16.26
Tue 22 Dec 18:30:01 IST 2020,0.68,12.91
Tue 22 Dec 19:00:01 IST 2020,0.64,17.58
Tue 22 Dec 19:30:01 IST 2020,0.64,15.48
Tue 22 Dec 20:00:01 IST 2020,0.74,14.06
Tue 22 Dec 20:30:01 IST 2020,0.64,13
Tue 22 Dec 21:00:01 IST 2020,0.72,14.41
Tue 22 Dec 21:30:01 IST 2020,0.8,14.18
Tue 22 Dec 22:00:01 IST 2020,0.75,13.98
Tue 22 Dec 22:30:02 IST 2020,0.58,11.4
Tue 22 Dec 23:00:01 IST 2020,0.65,19.09
Tue 22 Dec 23:30:01 IST 2020,0.73,14.63
Wed 23 Dec 00:00:01 IST 2020,0.76,14.29
Wed 23 Dec 00:30:01 IST 2020,,
Wed 23 Dec 01:00:01 IST 2020,,
Wed 23 Dec 01:30:01 IST 2020,,
Wed 23 Dec 02:00:01 IST 2020,,
Wed 23 Dec 02:30:01 IST 2020,,
Wed 23 Dec 03:00:01 IST 2020,,
Wed 23 Dec 03:30:01 IST 2020,,
Wed 23 Dec 04:00:01 IST 2020,,
Wed 23 Dec 04:30:01 IST 2020,,
Wed 23 Dec 05:00:01 IST 2020,,
Wed 23 Dec 05:30:01 IST 2020,,
Wed 23 Dec 06:00:01 IST 2020,,
Wed 23 Dec 06:30:01 IST 2020,,
Wed 23 Dec 07:00:01 IST 2020,,
Wed 23 Dec 07:30:01 IST 2020,,
Wed 23 Dec 08:00:01 IST 2020,,
Wed 23 Dec 08:30:02 IST 2020,,
Wed 23 Dec 09:00:01 IST 2020,,
Wed 23 Dec 09:30:01 IST 2020,,
Wed 23 Dec 10:00:01 IST 2020,,
Wed 23 Dec 10:30:01 IST 2020,,
Wed 23 Dec 11:00:01 IST 2020,,
Wed 23 Dec 11:30:02 IST 2020,0.58,16.87
Wed 23 Dec 12:00:01 IST 2020,0.76,12.69
Wed 23 Dec 12:30:01 IST 2020,0.72,15.29
Wed 23 Dec 13:00:01 IST 2020,0.77,16.97
Wed 23 Dec 13:30:01 IST 2020,0.78,17.07
Wed 23 Dec 14:00:01 IST 2020,0.73,16.76
Wed 23 Dec 14:30:01 IST 2020,0.65,14.38
Wed 23 Dec 15:00:01 IST 2020,0.7,15.5
Wed 23 Dec 15:30:01 IST 2020,0.72,17.15
Wed 23 Dec 16:00:01 IST 2020,0.66,14.86
Wed 23 Dec 16:30:01 IST 2020,0.7,14.25
Wed 23 Dec 17:00:01 IST 2020,0.67,14.75
Wed 23 Dec 17:30:01 IST 2020,0.75,17.36
Wed 23 Dec 18:00:01 IST 2020,0.64,16.79
Wed 23 Dec 18:30:01 IST 2020,0.78,15.71
Wed 23 Dec 19:00:01 IST 2020,0.76,15.79
Wed 23 Dec 19:30:01 IST 2020,0.68,16.69
Wed 23 Dec 20:00:01 IST 2020,0.66,15.09
Wed 23 Dec 20:30:01 IST 2020,0.72,12.99
Wed 23 Dec 21:00:01 IST 2020,0.69,15.19
Wed 23 Dec 21:30:01 IST 2020,0.66,16.13
Wed 23 Dec 22:00:01 IST 2020,0.69,16.82
Wed 23 Dec 22:30:01 IST 2020,0.68,16.72
Wed 23 Dec 23:00:01 IST 2020,0.7,17.1
Wed 23 Dec 23:30:01 IST 2020,0.71,9.18
Thu 24 Dec 00:00:01 IST 2020,0.76,15.02
Thu 24 Dec 00:30:01 IST 2020,0.76,13.87
Thu 24 Dec 01:00:01 IST 2020,0.79,17.5
Thu 24 Dec 01:30:01 IST 2020,0.73,16.82
Thu 24 Dec 02:00:01 IST 2020,0.63,17.69
Thu 24 Dec 02:30:01 IST 2020,0.63,16.64
Thu 24 Dec 03:00:01 IST 2020,0.77,19.31
Thu 24 Dec 03:30:02 IST 2020,0.77,18.5
Thu 24 Dec 04:00:01 IST 2020,0.76,18.32
Thu 24 Dec 04:30:01 IST 2020,0.72,18.3
Thu 24 Dec 05:00:01 IST 2020,0.65,16.71
Thu 24 Dec 05:30:01 IST 2020,0.62,17.56
Thu 24 Dec 06:00:01 IST 2020,0.75,19.13
Thu 24 Dec 06:30:01 IST 2020,0.75,18.11
Thu 24 Dec 07:00:01 IST 2020,0.82,18.08
Thu 24 Dec 07:30:01 IST 2020,0.74,16.51
Thu 24 Dec 08:00:01 IST 2020,0.59,4.07
Thu 24 Dec 08:30:01 IST 2020,0.72,17.28
Thu 24 Dec 09:00:01 IST 2020,0.62,15.86
Thu 24 Dec 09:30:01 IST 2020,0.7,3.1
Thu 24 Dec 10:00:01 IST 2020,0.59,15.17
Thu 24 Dec 10:30:01 IST 2020,0.62,16.14
Thu 24 Dec 11:00:01 IST 2020,0.72,16.36
Thu 24 Dec 11:30:01 IST 2020,0.76,16.93
Thu 24 Dec 12:00:01 IST 2020,0.58,16.38
Thu 24 Dec 12:30:01 IST 2020,0.62,16.38
Thu 24 Dec 13:00:01 IST 2020,0.64,15.66
Thu 24 Dec 13:30:01 IST 2020,0.66,15.86
Thu 24 Dec 14:00:01 IST 2020,0.65,15.56
Thu 24 Dec 14:30:01 IST 2020,0.86,17.01
Thu 24 Dec 15:00:01 IST 2020,0.73,17.11
Thu 24 Dec 15:30:01 IST 2020,0.56,14.76
Thu 24 Dec 16:00:01 IST 2020,0.78,14.59
Thu 24 Dec 16:30:01 IST 2020,0.68,16.68
Thu 24 Dec 17:00:01 IST 2020,0.67,16.6
Thu 24 Dec 17:30:01 IST 2020,0.73,16.97
Thu 24 Dec 18:00:01 IST 2020,0.6,16.79
Thu 24 Dec 18:30:01 IST 2020,0.68,17.07
Thu 24 Dec 19:00:01 IST 2020,0.58,17.2
Thu 24 Dec 19:30:01 IST 2020,0.62,18.2
Thu 24 Dec 20:00:01 IST 2020,0.71,18.09
Thu 24 Dec 20:30:01 IST 2020,0.75,6.04
Thu 24 Dec 21:00:01 IST 2020,0.55,16.38
Thu 24 Dec 21:30:01 IST 2020,0.73,14.79
Thu 24 Dec 22:00:01 IST 2020,0.75,17
Thu 24 Dec 22:30:01 IST 2020,0.76,17.8
Thu 24 Dec 23:00:01 IST 2020,0.6,17.46
Thu 24 Dec 23:30:01 IST 2020,0.75,17.9
Fri 25 Dec 00:00:01 IST 2020,0.75,19.39
Fri 25 Dec 00:30:01 IST 2020,0.78,19.45
Fri 25 Dec 01:00:01 IST 2020,0.81,19.17
Fri 25 Dec 01:30:01 IST 2020,0.69,19.01
Fri 25 Dec 02:00:01 IST 2020,0.72,18.91
Fri 25 Dec 02:30:01 IST 2020,0.81,18.18
Fri 25 Dec 03:00:01 IST 2020,0.76,18.92
Fri 25 Dec 03:30:01 IST 2020,0.7,19.76
Fri 25 Dec 04:00:01 IST 2020,0.71,18.03
Fri 25 Dec 04:30:01 IST 2020,0.7,18.13
Fri 25 Dec 05:00:01 IST 2020,0.68,19.44
Fri 25 Dec 05:30:01 IST 2020,0.75,18.66
Fri 25 Dec 06:00:01 IST 2020,0.8,18.87
Fri 25 Dec 06:30:01 IST 2020,0.79,19.06
Fri 25 Dec 07:00:01 IST 2020,0.78,19.62
Fri 25 Dec 07:30:01 IST 2020,0.77,18.54
Fri 25 Dec 08:00:01 IST 2020,0.69,18.46
Fri 25 Dec 08:30:01 IST 2020,0.65,18.5
Fri 25 Dec 09:00:01 IST 2020,0.75,18.02
Fri 25 Dec 09:30:01 IST 2020,0.79,18.78
Fri 25 Dec 10:00:01 IST 2020,0.81,18.11
Fri 25 Dec 10:30:01 IST 2020,0.7,18.01
Fri 25 Dec 11:00:01 IST 2020,0.71,18.3
Fri 25 Dec 11:30:02 IST 2020,,
Fri 25 Dec 12:00:01 IST 2020,0.76,18.53
Fri 25 Dec 12:30:01 IST 2020,0.74,15.39
Fri 25 Dec 13:00:01 IST 2020,0.77,17.96
Fri 25 Dec 13:30:01 IST 2020,0.73,18.36
Fri 25 Dec 14:00:01 IST 2020,0.68,16.65
Fri 25 Dec 14:30:01 IST 2020,0.75,17.48
Fri 25 Dec 15:00:01 IST 2020,0.74,18.36
Fri 25 Dec 15:30:01 IST 2020,0.74,18.04
Fri 25 Dec 16:00:01 IST 2020,0.69,17.5
Fri 25 Dec 16:30:01 IST 2020,0.67,16.92
Fri 25 Dec 17:00:01 IST 2020,0.73,15.47
Fri 25 Dec 17:30:01 IST 2020,0.8,13.05
Fri 25 Dec 18:00:01 IST 2020,0.82,18.85
Fri 25 Dec 18:30:01 IST 2020,0.81,17.88
Fri 25 Dec 19:00:01 IST 2020,0.69,18.14
Fri 25 Dec 19:30:01 IST 2020,0.75,18.4
Fri 25 Dec 20:00:01 IST 2020,0.71,9.68
Fri 25 Dec 20:30:01 IST 2020,0.74,19.46
Fri 25 Dec 21:00:01 IST 2020,0.79,19.46
Fri 25 Dec 21:30:01 IST 2020,0.77,18.38
Fri 25 Dec 22:00:01 IST 2020,0.62,17.9
Fri 25 Dec 22:30:01 IST 2020,0.65,16.29
Fri 25 Dec 23:00:01 IST 2020,0.74,18.74
Fri 25 Dec 23:30:01 IST 2020,0.7,18.4
Sat 26 Dec 00:00:01 IST 2020,0.72,18.3
Sat 26 Dec 00:30:01 IST 2020,0.8,18.65
Sat 26 Dec 01:00:01 IST 2020,0.77,18.56
Sat 26 Dec 01:30:01 IST 2020,0.73,12.97
Sat 26 Dec 02:00:01 IST 2020,0.84,15.82
Sat 26 Dec 02:30:01 IST 2020,0.69,15.79
Sat 26 Dec 03:00:01 IST 2020,0.69,18.02
Sat 26 Dec 03:30:01 IST 2020,0.78,17.84
Sat 26 Dec 04:00:01 IST 2020,0.72,19.97
Sat 26 Dec 04:30:01 IST 2020,0.62,18.63
Sat 26 Dec 05:00:01 IST 2020,0.81,17.92
Sat 26 Dec 05:30:01 IST 2020,0.72,18.57
Sat 26 Dec 06:00:01 IST 2020,0.79,19.45
Sat 26 Dec 06:30:01 IST 2020,0.76,18.56
Sat 26 Dec 07:00:01 IST 2020,0.77,18.17
Sat 26 Dec 07:30:01 IST 2020,0.73,17.78
Sat 26 Dec 08:00:01 IST 2020,0.75,19.64
Sat 26 Dec 08:30:01 IST 2020,0.73,12.15
Sat 26 Dec 09:00:01 IST 2020,0.67,16.78
Sat 26 Dec 09:30:01 IST 2020,0.81,18.65
Sat 26 Dec 10:00:01 IST 2020,0.72,19.05
Sat 26 Dec 10:30:01 IST 2020,0.74,17.82
Sat 26 Dec 11:00:01 IST 2020,0.74,17.85
Sat 26 Dec 11:30:01 IST 2020,0.77,18.26
Sat 26 Dec 12:00:01 IST 2020,0.76,18.21
Sat 26 Dec 12:30:01 IST 2020,0.84,18.39
Sat 26 Dec 13:00:01 IST 2020,0.73,18.32
Sat 26 Dec 13:30:01 IST 2020,0.77,17.88
Sat 26 Dec 14:00:01 IST 2020,0.8,19.24
Sat 26 Dec 14:30:01 IST 2020,0.74,18.48
Sat 26 Dec 15:00:01 IST 2020,0.79,18.14
Sat 26 Dec 15:30:01 IST 2020,0.78,17.65
Sat 26 Dec 16:00:01 IST 2020,0.67,19.35
Sat 26 Dec 16:30:01 IST 2020,0.7,17.7
Sat 26 Dec 17:00:01 IST 2020,0.72,16.91
Sat 26 Dec 17:30:01 IST 2020,0.71,13.29
Sat 26 Dec 18:00:01 IST 2020,0.68,16.55
Sat 26 Dec 18:30:01 IST 2020,0.74,17.34
Sat 26 Dec 19:00:01 IST 2020,0.77,17.75
Sat 26 Dec 19:30:01 IST 2020,0.74,17.04
Sat 26 Dec 20:00:01 IST 2020,0.73,18.56
Sat 26 Dec 20:30:01 IST 2020,0.74,17.24
Sat 26 Dec 21:00:01 IST 2020,0.76,18.94
Sat 26 Dec 21:30:01 IST 2020,0.78,13.36
Sat 26 Dec 22:00:01 IST 2020,0.66,16.97
Sat 26 Dec 22:30:01 IST 2020,0.77,16.13
Sat 26 Dec 23:00:01 IST 2020,0.71,15.48
Sat 26 Dec 23:30:01 IST 2020,0.7,14.14
Sun 27 Dec 00:00:01 IST 2020,0.65,12.86
Sun 27 Dec 00:30:01 IST 2020,0.75,18.01
Sun 27 Dec 01:00:01 IST 2020,0.77,18.56
Sun 27 Dec 01:30:01 IST 2020,0.67,17.42
Sun 27 Dec 02:00:01 IST 2020,0.75,18.42
Sun 27 Dec 02:30:01 IST 2020,0.78,18.19
Sun 27 Dec 03:00:01 IST 2020,0.77,19.2
Sun 27 Dec 03:30:01 IST 2020,0.63,18.36
Sun 27 Dec 04:00:01 IST 2020,0.71,14.83
Sun 27 Dec 04:30:01 IST 2020,0.76,19.09
Sun 27 Dec 05:00:01 IST 2020,0.76,19.26
Sun 27 Dec 05:30:01 IST 2020,0.74,18.65
Sun 27 Dec 06:00:01 IST 2020,0.76,18.34
Sun 27 Dec 06:30:01 IST 2020,0.64,17.44
Sun 27 Dec 07:00:01 IST 2020,0.76,17.18
Sun 27 Dec 07:30:01 IST 2020,0.78,7.03
Sun 27 Dec 08:00:01 IST 2020,0.72,18.82
Sun 27 Dec 08:30:01 IST 2020,0.57,16.82
Sun 27 Dec 09:00:01 IST 2020,0.61,17.88
Sun 27 Dec 09:30:01 IST 2020,0.57,17.05
Sun 27 Dec 10:00:01 IST 2020,0.73,14.94
Sun 27 Dec 10:30:01 IST 2020,0.78,18.79
Sun 27 Dec 11:00:01 IST 2020,0.72,11.17
Sun 27 Dec 11:30:02 IST 2020,0.71,18.35
Sun 27 Dec 12:00:01 IST 2020,0.85,19.08
Sun 27 Dec 12:30:01 IST 2020,0.8,18.59
Sun 27 Dec 13:00:01 IST 2020,0.77,19.16
Sun 27 Dec 13:30:01 IST 2020,0.66,17.63
Sun 27 Dec 14:00:02 IST 2020,0.73,18.82
Sun 27 Dec 14:30:01 IST 2020,0.78,18.56
Sun 27 Dec 15:00:01 IST 2020,0.76,18.57
Sun 27 Dec 15:30:01 IST 2020,0.58,17.81
Sun 27 Dec 16:00:01 IST 2020,0.75,15.5
Sun 27 Dec 16:30:01 IST 2020,0.79,20.32
Sun 27 Dec 17:00:01 IST 2020,0.74,17.9
Sun 27 Dec 17:30:01 IST 2020,0.8,18.27
Sun 27 Dec 18:00:01 IST 2020,0.81,18.15
Sun 27 Dec 18:30:01 IST 2020,0.7,16.04
Sun 27 Dec 19:00:01 IST 2020,0.71,14.62
Sun 27 Dec 19:30:01 IST 2020,0.6,16.88
Sun 27 Dec 20:00:01 IST 2020,0.7,18.74
Sun 27 Dec 20:30:01 IST 2020,0.66,17.36
Sun 27 Dec 21:00:01 IST 2020,0.73,17.36
Sun 27 Dec 21:30:01 IST 2020,0.73,9.23
Sun 27 Dec 22:00:01 IST 2020,0.77,10.98
Sun 27 Dec 22:30:01 IST 2020,0.77,17.93
Sun 27 Dec 23:00:01 IST 2020,0.68,15.15
Sun 27 Dec 23:30:01 IST 2020,0.58,18.02
Mon 28 Dec 00:00:01 IST 2020,0.75,16.4
Mon 28 Dec 00:30:01 IST 2020,0.74,18.23
Mon 28 Dec 01:00:01 IST 2020,0.74,15.68
Mon 28 Dec 01:30:01 IST 2020,0.81,19.22
Mon 28 Dec 02:00:01 IST 2020,0.7,18.71
Mon 28 Dec 02:30:01 IST 2020,0.62,18.22
Mon 28 Dec 03:00:01 IST 2020,0.69,16.83
Mon 28 Dec 03:30:01 IST 2020,0.75,18.4
Mon 28 Dec 04:00:02 IST 2020,0.74,18.95
Mon 28 Dec 04:30:01 IST 2020,0.78,18.38
Mon 28 Dec 05:00:01 IST 2020,0.69,16.19
Mon 28 Dec 05:30:01 IST 2020,0.6,18.45
Mon 28 Dec 06:00:01 IST 2020,0.7,18.57
Mon 28 Dec 06:30:01 IST 2020,0.76,16.8
Mon 28 Dec 07:00:01 IST 2020,0.83,18.58
Mon 28 Dec 07:30:01 IST 2020,0.62,18.4
Mon 28 Dec 08:00:01 IST 2020,0.67,16.37
Mon 28 Dec 08:30:01 IST 2020,0.77,18.51
Mon 28 Dec 09:00:01 IST 2020,0.62,17.9
Mon 28 Dec 09:30:01 IST 2020,0.74,15.57
Mon 28 Dec 10:00:01 IST 2020,0.72,17.42
Mon 28 Dec 10:30:01 IST 2020,0.7,18.18
Mon 28 Dec 11:00:01 IST 2020,0.43,5.72
Mon 28 Dec 11:30:01 IST 2020,0.29,6.17
Mon 28 Dec 12:00:01 IST 2020,0.74,11.71
Mon 28 Dec 12:30:01 IST 2020,0.7,17.9
Mon 28 Dec 13:00:01 IST 2020,0.75,11.18
Mon 28 Dec 13:30:01 IST 2020,0.68,15.05
Mon 28 Dec 14:00:01 IST 2020,0.73,9.49
Mon 28 Dec 14:30:01 IST 2020,0.74,18.43
Mon 28 Dec 15:00:01 IST 2020,0.63,13.76
Mon 28 Dec 15:30:01 IST 2020,0.7,6.15
Mon 28 Dec 16:00:01 IST 2020,0.72,17.8
Mon 28 Dec 16:30:01 IST 2020,0.72,12.84
Mon 28 Dec 17:00:01 IST 2020,0.76,13.4
Mon 28 Dec 17:30:01 IST 2020,0.66,14.68
Mon 28 Dec 18:00:01 IST 2020,0.81,16.67
Mon 28 Dec 18:30:01 IST 2020,0.73,18.75
Mon 28 Dec 19:00:01 IST 2020,0.79,17.43
Mon 28 Dec 19:30:01 IST 2020,0.55,11.85
Mon 28 Dec 20:00:01 IST 2020,0.74,17.86
Mon 28 Dec 20:30:01 IST 2020,0.8,11.65
Mon 28 Dec 21:00:01 IST 2020,0.75,11.32
Mon 28 Dec 21:30:01 IST 2020,0.79,17.45
Mon 28 Dec 22:00:01 IST 2020,0.67,17.97
Mon 28 Dec 22:30:01 IST 2020,0.77,19.13
Mon 28 Dec 23:00:01 IST 2020,0.79,18.37
Mon 28 Dec 23:30:01 IST 2020,0.72,17.52
Tue 29 Dec 00:00:01 IST 2020,0.76,19.36
Tue 29 Dec 00:30:01 IST 2020,0.74,19.27
Tue 29 Dec 01:00:01 IST 2020,0.76,18.14
Tue 29 Dec 01:30:01 IST 2020,0.75,18.4
Tue 29 Dec 02:00:01 IST 2020,0.69,16.91
Tue 29 Dec 02:30:01 IST 2020,0.76,17.86
Tue 29 Dec 03:00:01 IST 2020,0.73,18.49
Tue 29 Dec 03:30:01 IST 2020,0.79,19.57
Tue 29 Dec 04:00:01 IST 2020,0.76,17.63
Tue 29 Dec 04:30:01 IST 2020,0.68,18.4
Tue 29 Dec 05:00:01 IST 2020,0.75,18.93
Tue 29 Dec 05:30:02 IST 2020,0.73,18.96
Tue 29 Dec 06:00:01 IST 2020,0.78,20.22
Tue 29 Dec 06:30:01 IST 2020,0.73,18.25
Tue 29 Dec 07:00:01 IST 2020,0.73,18.74
Tue 29 Dec 07:30:01 IST 2020,0.74,18.3
Tue 29 Dec 08:00:01 IST 2020,0.85,6.03
Tue 29 Dec 08:30:01 IST 2020,0.79,18.18
Tue 29 Dec 09:00:01 IST 2020,0.73,17.65
Tue 29 Dec 09:30:01 IST 2020,0.71,17.59
Tue 29 Dec 10:00:01 IST 2020,0.72,19.45
Tue 29 Dec 10:30:01 IST 2020,0.74,17.99
Tue 29 Dec 11:00:01 IST 2020,0.81,17.1
Tue 29 Dec 11:30:01 IST 2020,0.69,18.17
Tue 29 Dec 12:00:01 IST 2020,0.75,18
Tue 29 Dec 12:30:01 IST 2020,0.71,19.16
Tue 29 Dec 13:00:01 IST 2020,0.72,18.21
Tue 29 Dec 13:30:01 IST 2020,0.75,17.97
Tue 29 Dec 14:00:01 IST 2020,0.53,16.67
Tue 29 Dec 14:30:01 IST 2020,0.66,16.05
Tue 29 Dec 15:00:01 IST 2020,0.75,18.79
Tue 29 Dec 15:30:01 IST 2020,0.7,10.83
Tue 29 Dec 16:00:01 IST 2020,0.76,15.14
Tue 29 Dec 16:30:01 IST 2020,0.79,19.1
Tue 29 Dec 17:00:01 IST 2020,0.74,17.46
Tue 29 Dec 17:30:01 IST 2020,0.75,18.23
Tue 29 Dec 18:00:01 IST 2020,0.72,20.46
Tue 29 Dec 18:30:01 IST 2020,0.75,18.65
Tue 29 Dec 19:00:01 IST 2020,0.76,19.3
Tue 29 Dec 19:30:01 IST 2020,0.79,16.76
Tue 29 Dec 20:00:01 IST 2020,0.72,15.91
Tue 29 Dec 20:30:01 IST 2020,0.73,18.32
Tue 29 Dec 21:00:01 IST 2020,0.68,13.34
Tue 29 Dec 21:30:01 IST 2020,0.77,18.56
Tue 29 Dec 22:00:01 IST 2020,0.79,17.4
Tue 29 Dec 22:30:01 IST 2020,0.7,18.51
Tue 29 Dec 23:00:01 IST 2020,0.81,18.85
Tue 29 Dec 23:30:01 IST 2020,0.63,18.04
Wed 30 Dec 00:00:02 IST 2020,0.63,16.49
Wed 30 Dec 00:30:01 IST 2020,0.64,18.72
Wed 30 Dec 01:00:01 IST 2020,0.66,17.34
Wed 30 Dec 01:30:01 IST 2020,0.66,16.81
Wed 30 Dec 02:00:01 IST 2020,0.6,16.53
Wed 30 Dec 02:30:01 IST 2020,0.66,18.53
Wed 30 Dec 03:00:01 IST 2020,0.76,18.54
Wed 30 Dec 03:30:01 IST 2020,0.63,19.28
Wed 30 Dec 04:00:01 IST 2020,0.67,16.06
Wed 30 Dec 04:30:01 IST 2020,0.76,18.5
Wed 30 Dec 05:00:01 IST 2020,0.7,18.73
Wed 30 Dec 05:30:01 IST 2020,0.72,18.89
Wed 30 Dec 06:00:01 IST 2020,0.68,19
Wed 30 Dec 06:30:01 IST 2020,0.71,14.67
Wed 30 Dec 07:00:01 IST 2020,0.61,17.59
Wed 30 Dec 07:30:02 IST 2020,0.73,20.38
Wed 30 Dec 08:00:01 IST 2020,0.73,18.34
Wed 30 Dec 08:30:01 IST 2020,0.62,18.2
Wed 30 Dec 09:00:01 IST 2020,0.75,18.56
Wed 30 Dec 09:30:01 IST 2020,0.73,16.4
Wed 30 Dec 10:00:01 IST 2020,0.78,13.18
Wed 30 Dec 10:30:01 IST 2020,0.77,15.83
Wed 30 Dec 11:00:01 IST 2020,0.76,19.68
Wed 30 Dec 11:30:01 IST 2020,0.79,18.98
Wed 30 Dec 12:00:01 IST 2020,0.6,18.58
Wed 30 Dec 12:30:01 IST 2020,0.76,18.38
Wed 30 Dec 13:00:01 IST 2020,0.72,18.59
Wed 30 Dec 13:30:01 IST 2020,0.71,18.43
Wed 30 Dec 14:00:01 IST 2020,0.79,14.3
Wed 30 Dec 14:30:01 IST 2020,0.73,13.03
Wed 30 Dec 15:00:01 IST 2020,0.74,19.13
Wed 30 Dec 15:30:01 IST 2020,0.68,18.13
Wed 30 Dec 16:00:02 IST 2020,0.75,18.57
Wed 30 Dec 16:30:01 IST 2020,,
Wed 30 Dec 17:00:01 IST 2020,0.41,13.68
Wed 30 Dec 17:30:01 IST 2020,0.53,10.32
Wed 30 Dec 18:00:01 IST 2020,0.78,18.41
Wed 30 Dec 18:30:01 IST 2020,0.4,15.33
Wed 30 Dec 19:00:01 IST 2020,0.65,17.47
Wed 30 Dec 19:30:01 IST 2020,0.68,17.04
Wed 30 Dec 20:00:01 IST 2020,0.73,13.41
Wed 30 Dec 20:30:01 IST 2020,0.75,14.51
Wed 30 Dec 21:00:01 IST 2020,0.74,14.25
Wed 30 Dec 21:30:01 IST 2020,0.71,13.89
Wed 30 Dec 22:00:01 IST 2020,0.72,17.88
